Cuenca/Litoral;Estrato menor;Estrato;Sitio desembarco;Método de pesca;mes;Epoca;Sitio_Metodo_Mes;Cuartil_inf;Cuartil_sup
Magdalena;Tramo Bajo;Complejo cenagoso;Orejero;Red de enmalle zangarreo;5;No patrón;Orejero_Red de enmalle zangarreo_5;11;23
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Atarraya;2;No patrón;San Luis_Atarraya_2;4;18
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Atarraya;3;No patrón;San Luis_Atarraya_3;4;18
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Atarraya;4;No patrón;San Luis_Atarraya_4;4;18
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Atarraya;5;No patrón;San Luis_Atarraya_5;4;18
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Atarraya;6;No patrón;San Luis_Atarraya_6;4;18
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Atarraya;7;No patrón;San Luis_Atarraya_7;4;18
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Red de enmalle fija continental;1;No patrón;San Luis_Red de enmalle fija continental_1;2;19
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Red de enmalle fija continental;2;No patrón;San Luis_Red de enmalle fija continental_2;2;19
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Red de enmalle fija continental;3;No patrón;San Luis_Red de enmalle fija continental_3;2;19
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Red de enmalle fija continental;4;No patrón;San Luis_Red de enmalle fija continental_4;2;19
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Red de enmalle fija continental;5;No patrón;San Luis_Red de enmalle fija continental_5;2;19
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Red de enmalle fija continental;6;No patrón;San Luis_Red de enmalle fija continental_6;2;19
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Red de enmalle fija continental;7;No patrón;San Luis_Red de enmalle fija continental_7;2;19
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Red de enmalle fija continental;8;No patrón;San Luis_Red de enmalle fija continental_8;2;19
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Red de enmalle fija continental;9;No patrón;San Luis_Red de enmalle fija continental_9;2;19
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Red de enmalle fija continental;10;No patrón;San Luis_Red de enmalle fija continental_10;2;19
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Red de enmalle fija continental;11;No patrón;San Luis_Red de enmalle fija continental_11;2;19
Magdalena;Tramo Bajo;Complejo cenagoso;San Luis;Red de enmalle fija continental;12;No patrón;San Luis_Red de enmalle fija continental_12;2;19
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Atarraya;1;No patrón;Concepción - Tacamocho_Atarraya_1;3;11
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Atarraya;2;No patrón;Concepción - Tacamocho_Atarraya_2;3;11
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Atarraya;3;No patrón;Concepción - Tacamocho_Atarraya_3;3;11
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Atarraya;7;No patrón;Concepción - Tacamocho_Atarraya_7;3;11
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Atarraya;12;No patrón;Concepción - Tacamocho_Atarraya_12;3;11
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Chinchorra;1;Época alta;Concepción - Tacamocho_Chinchorra_1;12;81
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Chinchorra;2;Época alta;Concepción - Tacamocho_Chinchorra_2;12;81
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Chinchorra;3;No patrón;Concepción - Tacamocho_Chinchorra_3;10;59
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Chinchorra;4;No patrón;Concepción - Tacamocho_Chinchorra_4;10;59
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Chinchorra;5;No patrón;Concepción - Tacamocho_Chinchorra_5;10;59
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Chinchorra;6;No patrón;Concepción - Tacamocho_Chinchorra_6;10;59
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Chinchorra;7;No patrón;Concepción - Tacamocho_Chinchorra_7;10;59
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Chinchorra;8;No patrón;Concepción - Tacamocho_Chinchorra_8;10;59
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Chinchorra;9;No patrón;Concepción - Tacamocho_Chinchorra_9;10;59
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Chinchorra;10;No patrón;Concepción - Tacamocho_Chinchorra_10;10;59
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Chinchorra;11;No patrón;Concepción - Tacamocho_Chinchorra_11;10;59
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Chinchorra;12;Época alta;Concepción - Tacamocho_Chinchorra_12;12;81
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Línea de mano;7;No patrón;Concepción - Tacamocho_Línea de mano_7;1;19
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Línea de mano;8;No patrón;Concepción - Tacamocho_Línea de mano_8;1;19
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Línea de mano;9;No patrón;Concepción - Tacamocho_Línea de mano_9;1;19
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Línea de mano;10;No patrón;Concepción - Tacamocho_Línea de mano_10;1;19
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Línea de mano;11;No patrón;Concepción - Tacamocho_Línea de mano_11;1;19
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Línea de mano;12;No patrón;Concepción - Tacamocho_Línea de mano_12;1;19
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Palangre calandrio;1;No patrón;Concepción - Tacamocho_Palangre calandrio_1;2;12
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Palangre calandrio;3;No patrón;Concepción - Tacamocho_Palangre calandrio_3;2;12
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Palangre calandrio;4;No patrón;Concepción - Tacamocho_Palangre calandrio_4;2;12
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Palangre calandrio;5;No patrón;Concepción - Tacamocho_Palangre calandrio_5;2;12
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Palangre calandrio;6;No patrón;Concepción - Tacamocho_Palangre calandrio_6;2;12
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Palangre calandrio;7;No patrón;Concepción - Tacamocho_Palangre calandrio_7;2;12
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Palangre calandrio;8;No patrón;Concepción - Tacamocho_Palangre calandrio_8;2;12
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Palangre calandrio;9;No patrón;Concepción - Tacamocho_Palangre calandrio_9;2;12
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Palangre calandrio;10;No patrón;Concepción - Tacamocho_Palangre calandrio_10;2;12
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Palangre calandrio;11;No patrón;Concepción - Tacamocho_Palangre calandrio_11;2;12
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Palangre calandrio;12;No patrón;Concepción - Tacamocho_Palangre calandrio_12;2;12
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Red de enmalle fija continental;1;No patrón;Concepción - Tacamocho_Red de enmalle fija continental_1;2;18
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Red de enmalle fija continental;2;No patrón;Concepción - Tacamocho_Red de enmalle fija continental_2;2;18
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Red de enmalle fija continental;3;No patrón;Concepción - Tacamocho_Red de enmalle fija continental_3;2;18
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Red de enmalle fija continental;4;No patrón;Concepción - Tacamocho_Red de enmalle fija continental_4;2;18
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Red de enmalle fija continental;5;No patrón;Concepción - Tacamocho_Red de enmalle fija continental_5;2;18
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Red de enmalle fija continental;6;No patrón;Concepción - Tacamocho_Red de enmalle fija continental_6;2;18
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Red de enmalle fija continental;7;No patrón;Concepción - Tacamocho_Red de enmalle fija continental_7;2;18
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Red de enmalle fija continental;8;No patrón;Concepción - Tacamocho_Red de enmalle fija continental_8;2;18
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Red de enmalle fija continental;9;No patrón;Concepción - Tacamocho_Red de enmalle fija continental_9;2;18
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Red de enmalle fija continental;10;No patrón;Concepción - Tacamocho_Red de enmalle fija continental_10;2;18
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Red de enmalle fija continental;11;No patrón;Concepción - Tacamocho_Red de enmalle fija continental_11;2;18
Magdalena;Tramo Bajo;Curso desembocadura;Concepción - Tacamocho;Red de enmalle fija continental;12;No patrón;Concepción - Tacamocho_Red de enmalle fija continental_12;2;18
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Atarraya;1;No patrón;Ciénaga de Mesolandia_Atarraya_1;3;22
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Atarraya;2;No patrón;Ciénaga de Mesolandia_Atarraya_2;3;22
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Atarraya;3;No patrón;Ciénaga de Mesolandia_Atarraya_3;3;22
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Atarraya;4;No patrón;Ciénaga de Mesolandia_Atarraya_4;3;22
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Atarraya;5;No patrón;Ciénaga de Mesolandia_Atarraya_5;3;22
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Atarraya;6;No patrón;Ciénaga de Mesolandia_Atarraya_6;3;22
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Atarraya;7;No patrón;Ciénaga de Mesolandia_Atarraya_7;3;22
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Atarraya;8;No patrón;Ciénaga de Mesolandia_Atarraya_8;3;22
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Atarraya;9;No patrón;Ciénaga de Mesolandia_Atarraya_9;3;22
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Atarraya;10;No patrón;Ciénaga de Mesolandia_Atarraya_10;3;22
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Atarraya;11;No patrón;Ciénaga de Mesolandia_Atarraya_11;3;22
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Atarraya;12;No patrón;Ciénaga de Mesolandia_Atarraya_12;3;22
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Red de enmalle fija continental;1;No patrón;Ciénaga de Mesolandia_Red de enmalle fija continental_1;4;32
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Red de enmalle fija continental;2;No patrón;Ciénaga de Mesolandia_Red de enmalle fija continental_2;4;32
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Red de enmalle fija continental;3;No patrón;Ciénaga de Mesolandia_Red de enmalle fija continental_3;4;32
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Red de enmalle fija continental;4;No patrón;Ciénaga de Mesolandia_Red de enmalle fija continental_4;4;32
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Red de enmalle fija continental;5;No patrón;Ciénaga de Mesolandia_Red de enmalle fija continental_5;4;32
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Red de enmalle fija continental;6;No patrón;Ciénaga de Mesolandia_Red de enmalle fija continental_6;4;32
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Red de enmalle fija continental;7;No patrón;Ciénaga de Mesolandia_Red de enmalle fija continental_7;4;32
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Red de enmalle fija continental;8;No patrón;Ciénaga de Mesolandia_Red de enmalle fija continental_8;4;32
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Red de enmalle fija continental;9;No patrón;Ciénaga de Mesolandia_Red de enmalle fija continental_9;4;32
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Red de enmalle fija continental;10;No patrón;Ciénaga de Mesolandia_Red de enmalle fija continental_10;4;32
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Red de enmalle fija continental;11;No patrón;Ciénaga de Mesolandia_Red de enmalle fija continental_11;4;32
Magdalena;Tramo Bajo;Curso desembocadura;Ciénaga de Mesolandia;Red de enmalle fija continental;12;No patrón;Ciénaga de Mesolandia_Red de enmalle fija continental_12;4;32
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Atarraya;1;No patrón;La Charca de Guarinocito_Atarraya_1;0;26
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Atarraya;2;No patrón;La Charca de Guarinocito_Atarraya_2;0;26
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Atarraya;3;No patrón;La Charca de Guarinocito_Atarraya_3;0;26
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Atarraya;4;No patrón;La Charca de Guarinocito_Atarraya_4;0;26
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Atarraya;5;No patrón;La Charca de Guarinocito_Atarraya_5;0;26
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Atarraya;6;No patrón;La Charca de Guarinocito_Atarraya_6;0;26
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Atarraya;7;No patrón;La Charca de Guarinocito_Atarraya_7;0;26
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Atarraya;8;No patrón;La Charca de Guarinocito_Atarraya_8;0;26
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Atarraya;9;No patrón;La Charca de Guarinocito_Atarraya_9;0;26
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Atarraya;10;No patrón;La Charca de Guarinocito_Atarraya_10;0;26
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Atarraya;11;No patrón;La Charca de Guarinocito_Atarraya_11;0;26
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Atarraya;12;No patrón;La Charca de Guarinocito_Atarraya_12;0;26
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Chinchorra;1;No patrón;La Charca de Guarinocito_Chinchorra_1;11;224
Magdalena;Tramo Medio;Guarinocito;La Charca de Guarinocito;Chinchorra;2;No patrón;La Charca de Guarinocito_Chinchorra_2;11;224
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Atarraya;1;Época alta;Puerto Maco/Puerto Momico_Atarraya_1;12;45
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Atarraya;2;No patrón;Puerto Maco/Puerto Momico_Atarraya_2;12;46
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Atarraya;3;No patrón;Puerto Maco/Puerto Momico_Atarraya_3;12;46
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Atarraya;4;No patrón;Puerto Maco/Puerto Momico_Atarraya_4;12;46
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Atarraya;5;No patrón;Puerto Maco/Puerto Momico_Atarraya_5;12;46
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Atarraya;6;No patrón;Puerto Maco/Puerto Momico_Atarraya_6;12;46
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Atarraya;7;No patrón;Puerto Maco/Puerto Momico_Atarraya_7;12;46
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Atarraya;8;No patrón;Puerto Maco/Puerto Momico_Atarraya_8;12;46
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Atarraya;9;Época alta;Puerto Maco/Puerto Momico_Atarraya_9;12;45
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Atarraya;10;Época alta;Puerto Maco/Puerto Momico_Atarraya_10;12;45
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Atarraya;11;No patrón;Puerto Maco/Puerto Momico_Atarraya_11;12;46
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Atarraya;12;No patrón;Puerto Maco/Puerto Momico_Atarraya_12;12;46
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Línea de mano;2;Época alta;Puerto Maco/Puerto Momico_Línea de mano_2;7;20
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Línea de mano;3;Época alta;Puerto Maco/Puerto Momico_Línea de mano_3;7;20
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Línea de mano;4;Época media;Puerto Maco/Puerto Momico_Línea de mano_4;2;21
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Línea de mano;5;No patrón;Puerto Maco/Puerto Momico_Línea de mano_5;2;12
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Línea de mano;6;No patrón;Puerto Maco/Puerto Momico_Línea de mano_6;2;12
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Línea de mano;7;No patrón;Puerto Maco/Puerto Momico_Línea de mano_7;2;12
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Línea de mano;8;Época media;Puerto Maco/Puerto Momico_Línea de mano_8;2;21
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Línea de mano;9;No patrón;Puerto Maco/Puerto Momico_Línea de mano_9;2;12
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Línea de mano;10;No patrón;Puerto Maco/Puerto Momico_Línea de mano_10;2;12
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Línea de mano;11;Época media;Puerto Maco/Puerto Momico_Línea de mano_11;2;21
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Línea de mano;12;No patrón;Puerto Maco/Puerto Momico_Línea de mano_12;2;12
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Palangre calandrio;1;Época media;Puerto Maco/Puerto Momico_Palangre calandrio_1;2;8
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Palangre calandrio;2;Época media;Puerto Maco/Puerto Momico_Palangre calandrio_2;2;8
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Palangre calandrio;3;Época baja;Puerto Maco/Puerto Momico_Palangre calandrio_3;2;8
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Palangre calandrio;4;Época baja;Puerto Maco/Puerto Momico_Palangre calandrio_4;2;8
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Palangre calandrio;5;Época alta;Puerto Maco/Puerto Momico_Palangre calandrio_5;3;12
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Palangre calandrio;6;Época baja;Puerto Maco/Puerto Momico_Palangre calandrio_6;2;8
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Palangre calandrio;7;No patrón;Puerto Maco/Puerto Momico_Palangre calandrio_7;2;11
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Palangre calandrio;8;No patrón;Puerto Maco/Puerto Momico_Palangre calandrio_8;2;11
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Palangre calandrio;9;Época alta;Puerto Maco/Puerto Momico_Palangre calandrio_9;3;12
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Palangre calandrio;10;Época alta;Puerto Maco/Puerto Momico_Palangre calandrio_10;3;12
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Palangre calandrio;11;No patrón;Puerto Maco/Puerto Momico_Palangre calandrio_11;2;11
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Palangre calandrio;12;No patrón;Puerto Maco/Puerto Momico_Palangre calandrio_12;2;11
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Red de enmalle fija continental;1;Época alta;Puerto Maco/Puerto Momico_Red de enmalle fija continental_1;6;37
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Red de enmalle fija continental;2;Época alta;Puerto Maco/Puerto Momico_Red de enmalle fija continental_2;6;37
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Red de enmalle fija continental;3;No patrón;Puerto Maco/Puerto Momico_Red de enmalle fija continental_3;6;33
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Red de enmalle fija continental;4;No patrón;Puerto Maco/Puerto Momico_Red de enmalle fija continental_4;6;33
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Red de enmalle fija continental;5;No patrón;Puerto Maco/Puerto Momico_Red de enmalle fija continental_5;6;33
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Red de enmalle fija continental;6;No patrón;Puerto Maco/Puerto Momico_Red de enmalle fija continental_6;6;33
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Red de enmalle fija continental;7;No patrón;Puerto Maco/Puerto Momico_Red de enmalle fija continental_7;6;33
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Red de enmalle fija continental;8;No patrón;Puerto Maco/Puerto Momico_Red de enmalle fija continental_8;6;33
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Red de enmalle fija continental;9;No patrón;Puerto Maco/Puerto Momico_Red de enmalle fija continental_9;6;33
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Red de enmalle fija continental;10;No patrón;Puerto Maco/Puerto Momico_Red de enmalle fija continental_10;6;33
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Red de enmalle fija continental;11;Época alta;Puerto Maco/Puerto Momico_Red de enmalle fija continental_11;6;37
Magdalena;Tramo alto;Betania;Puerto Maco/Puerto Momico;Red de enmalle fija continental;12;Época alta;Puerto Maco/Puerto Momico_Red de enmalle fija continental_12;6;37
Magdalena;Tramo alto;Betania;Yaguará;Arpón;2;No patrón;Yaguará_Arpón_2;6;22
Magdalena;Tramo alto;Betania;Yaguará;Arpón;3;No patrón;Yaguará_Arpón_3;6;22
Magdalena;Tramo alto;Betania;Yaguará;Arpón;4;No patrón;Yaguará_Arpón_4;6;22
Magdalena;Tramo alto;Betania;Yaguará;Arpón;5;No patrón;Yaguará_Arpón_5;6;22
Magdalena;Tramo alto;Betania;Yaguará;Arpón;7;No patrón;Yaguará_Arpón_7;6;22
Magdalena;Tramo alto;Betania;Yaguará;Arpón;8;No patrón;Yaguará_Arpón_8;6;22
Magdalena;Tramo alto;Betania;Yaguará;Arpón;9;No patrón;Yaguará_Arpón_9;6;22
Magdalena;Tramo alto;Betania;Yaguará;Arpón;10;No patrón;Yaguará_Arpón_10;6;22
Magdalena;Tramo alto;Betania;Yaguará;Arpón;11;No patrón;Yaguará_Arpón_11;6;22
Magdalena;Tramo alto;Betania;Yaguará;Atarraya;1;Época alta;Yaguará_Atarraya_1;10;78
Magdalena;Tramo alto;Betania;Yaguará;Atarraya;2;No patrón;Yaguará_Atarraya_2;9;67
Magdalena;Tramo alto;Betania;Yaguará;Atarraya;3;No patrón;Yaguará_Atarraya_3;9;67
Magdalena;Tramo alto;Betania;Yaguará;Atarraya;4;No patrón;Yaguará_Atarraya_4;9;67
Magdalena;Tramo alto;Betania;Yaguará;Atarraya;5;No patrón;Yaguará_Atarraya_5;9;67
Magdalena;Tramo alto;Betania;Yaguará;Atarraya;6;No patrón;Yaguará_Atarraya_6;9;67
Magdalena;Tramo alto;Betania;Yaguará;Atarraya;7;No patrón;Yaguará_Atarraya_7;9;67
Magdalena;Tramo alto;Betania;Yaguará;Atarraya;8;No patrón;Yaguará_Atarraya_8;9;67
Magdalena;Tramo alto;Betania;Yaguará;Atarraya;9;Época alta;Yaguará_Atarraya_9;10;78
Magdalena;Tramo alto;Betania;Yaguará;Atarraya;10;Época alta;Yaguará_Atarraya_10;10;78
Magdalena;Tramo alto;Betania;Yaguará;Atarraya;11;No patrón;Yaguará_Atarraya_11;9;67
Magdalena;Tramo alto;Betania;Yaguará;Atarraya;12;No patrón;Yaguará_Atarraya_12;9;67
Magdalena;Tramo alto;Betania;Yaguará;Chinchorra;1;No patrón;Yaguará_Chinchorra_1;18;137
Magdalena;Tramo alto;Betania;Yaguará;Chinchorra;2;No patrón;Yaguará_Chinchorra_2;18;137
Magdalena;Tramo alto;Betania;Yaguará;Chinchorra;3;No patrón;Yaguará_Chinchorra_3;18;137
Magdalena;Tramo alto;Betania;Yaguará;Chinchorra;4;No patrón;Yaguará_Chinchorra_4;18;137
Magdalena;Tramo alto;Betania;Yaguará;Chinchorra;5;No patrón;Yaguará_Chinchorra_5;18;137
Magdalena;Tramo alto;Betania;Yaguará;Chinchorra;6;No patrón;Yaguará_Chinchorra_6;18;137
Magdalena;Tramo alto;Betania;Yaguará;Chinchorra;7;No patrón;Yaguará_Chinchorra_7;18;137
Magdalena;Tramo alto;Betania;Yaguará;Chinchorra;8;No patrón;Yaguará_Chinchorra_8;18;137
Magdalena;Tramo alto;Betania;Yaguará;Chinchorra;9;No patrón;Yaguará_Chinchorra_9;18;137
Magdalena;Tramo alto;Betania;Yaguará;Chinchorra;10;No patrón;Yaguará_Chinchorra_10;18;137
Magdalena;Tramo alto;Betania;Yaguará;Chinchorra;11;No patrón;Yaguará_Chinchorra_11;18;137
Magdalena;Tramo alto;Betania;Yaguará;Chinchorra;12;No patrón;Yaguará_Chinchorra_12;18;137
Magdalena;Tramo alto;Betania;Yaguará;Chinchorro continental;2;Época baja;Yaguará_Chinchorro continental_2;8;46
Magdalena;Tramo alto;Betania;Yaguará;Chinchorro continental;3;Época media;Yaguará_Chinchorro continental_3;13;73
Magdalena;Tramo alto;Betania;Yaguará;Chinchorro continental;4;Época media;Yaguará_Chinchorro continental_4;13;73
Magdalena;Tramo alto;Betania;Yaguará;Chinchorro continental;5;Época baja;Yaguará_Chinchorro continental_5;8;46
Magdalena;Tramo alto;Betania;Yaguará;Chinchorro continental;7;Época media;Yaguará_Chinchorro continental_7;13;73
Magdalena;Tramo alto;Betania;Yaguará;Chinchorro continental;8;Época baja;Yaguará_Chinchorro continental_8;8;46
Magdalena;Tramo alto;Betania;Yaguará;Chinchorro continental;9;Época alta;Yaguará_Chinchorro continental_9;35;150
Magdalena;Tramo alto;Betania;Yaguará;Chinchorro continental;10;Época alta;Yaguará_Chinchorro continental_10;35;150
Magdalena;Tramo alto;Betania;Yaguará;Chinchorro continental;11;Época alta;Yaguará_Chinchorro continental_11;35;150
