Cuenca/Litoral;Grupo de especie;Formato;Especie;Nombre venacular;Forma de presentación
Orinoquía;Peces;PezOseo;Pseudoplatystoma metaense;Bagre tigre;Eviscerado fresco
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Entero fresco
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Eviscerado
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Eviscerado congelado
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Eviscerado enhielado
Orinoquía;Peces;PezOseo;Pseudoplatystoma orinocoense;Bagre;Eviscerado fresco
Orinoquía;Peces;PezOseo;Pseudorinelepis genibarbis;Cucha;Entero fresco
Orinoquía;Peces;PezOseo;Pseudorinelepis genibarbis;Cucha;Eviscerado fresco
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Entero
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Entero fresco
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Eviscerado
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Eviscerado congelado
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Eviscerado enhielado
Orinoquía;Peces;PezOseo;Pterodoras rivasi;Sierra cagona;Eviscerado fresco
Orinoquía;Peces;PezOseo;Pterygoplichthys gibbiceps;Cucha mariposa;Entero fresco
Orinoquía;Peces;PezOseo;Pterygoplichthys gibbiceps;Cucha mariposa;Eviscerado fresco
Orinoquía;Peces;PezOseo;Pterygoplichthys multiradiatus;Cascarrón ;Entero fresco
Orinoquía;Peces;PezOseo;Pterygoplichthys multiradiatus;Cascarrón ;Eviscerado
Orinoquía;Peces;PezOseo;Pterygoplichthys multiradiatus;Cascarrón ;Eviscerado enhielado
Orinoquía;Peces;PezOseo;Pygocentrus cariba;Caribe;Entero fresco
Orinoquía;Peces;PezOseo;Pygocentrus cariba;Caribe;Eviscerado
Orinoquía;Peces;PezOseo;Pygocentrus cariba;Caribe;Eviscerado enhielado
Orinoquía;Peces;PezOseo;Pygocentrus cariba;Caribe;Eviscerado fresco
Orinoquía;Peces;PezOseo;Pygocentrus sp.;Caribe negro;Entero fresco
Orinoquía;Peces;PezOseo;Pygocentrus sp.;Caribe negro;Eviscerado fresco
Orinoquía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Entero fresco
Orinoquía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Eviscerado enhielado
Orinoquía;Peces;PezOseo;Rhaphiodon vulpinus;Perro payarin;Eviscerado fresco
Orinoquía;Peces;PezOseo;Salminus hilarii;Dorada;Eviscerado fresco
Orinoquía;Peces;PezOseo;Satanoperca daemon;Juan viejo daemón;Entero fresco
Orinoquía;Peces;PezOseo;Satanoperca daemon;Juan viejo daemón;Eviscerado fresco
Orinoquía;Peces;PezOseo;Schizodon scotorhabdotus;Platanote;Entero fresco
Orinoquía;Peces;PezOseo;Schizodon scotorhabdotus;Platanote;Eviscerado
Orinoquía;Peces;PezOseo;Schizodon scotorhabdotus;Platanote;Eviscerado congelado
Orinoquía;Peces;PezOseo;Schizodon scotorhabdotus;Platanote;Eviscerado enhielado
Orinoquía;Peces;PezOseo;Schizodon scotorhabdotus;Platanote;Eviscerado fresco
Orinoquía;Peces;PezOseo;Semaprochilodus kneri;Yaraqui;Entero fresco
Orinoquía;Peces;PezOseo;Semaprochilodus kneri;Yaraqui;Eviscerado enhielado
Orinoquía;Peces;PezOseo;Semaprochilodus kneri;Yaraqui;Eviscerado fresco
Orinoquía;Peces;PezOseo;Semaprochilodus laticeps;Sapuara;Entero
Orinoquía;Peces;PezOseo;Semaprochilodus laticeps;Sapuara;Entero fresco
Orinoquía;Peces;PezOseo;Semaprochilodus laticeps;Sapuara;Eviscerado
Orinoquía;Peces;PezOseo;Semaprochilodus laticeps;Sapuara;Eviscerado enhielado
Orinoquía;Peces;PezOseo;Semaprochilodus laticeps;Sapuara;Eviscerado fresco
Orinoquía;Peces;PezOseo;Serrasalmus elongatus;Caribe blanco;Entero fresco
Orinoquía;Peces;PezOseo;Serrasalmus elongatus;Caribe blanco;Eviscerado fresco
Orinoquía;Peces;PezOseo;Serrasalmus rhombeus;Caribe negro;Entero fresco
Orinoquía;Peces;PezOseo;Serrasalmus rhombeus;Caribe negro;Eviscerado
Orinoquía;Peces;PezOseo;Serrasalmus rhombeus;Caribe negro;Eviscerado enhielado
Orinoquía;Peces;PezOseo;Serrasalmus rhombeus;Caribe negro;Eviscerado fresco
Orinoquía;Peces;PezOseo;Sorubim lima;Blanquillo;Entero fresco
Orinoquía;Peces;PezOseo;Sorubim lima;Blanquillo;Eviscerado
Orinoquía;Peces;PezOseo;Sorubim lima;Blanquillo;Eviscerado congelado
Orinoquía;Peces;PezOseo;Sorubim lima;Blanquillo;Eviscerado enhielado
Orinoquía;Peces;PezOseo;Sorubim lima;Blanquillo;Eviscerado fresco
Orinoquía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Entero
Orinoquía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Entero fresco
Orinoquía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Eviscerado
Orinoquía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Eviscerado congelado
Orinoquía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Eviscerado enhielado
Orinoquía;Peces;PezOseo;Sorubimichthys planiceps;Pejeleño;Eviscerado fresco
Orinoquía;Peces;PezOseo;Sternarchorhynchus mormyrus;Cuchillo negro picudo;Entero
Orinoquía;Peces;PezOseo;Sternopygus macrurus;Caloche;Entero fresco
Orinoquía;Peces;PezOseo;Trachelyopterus galeatus;Novia Misingo;Entero fresco
Orinoquía;Peces;PezOseo;Trachelyopterus galeatus;Novia Misingo;Eviscerado fresco
Orinoquía;Peces;PezOseo;Trachycorystes trachycorystes;Ballenita;Entero fresco
Orinoquía;Peces;PezOseo;Trachycorystes trachycorystes;Ballenita;Eviscerado fresco
Orinoquía;Peces;PezOseo;Triportheus venezuelensis;Arenca;Entero
Orinoquía;Peces;PezOseo;Triportheus venezuelensis;Arenca;Entero fresco
Orinoquía;Peces;PezOseo;Triportheus venezuelensis;Arenca;Eviscerado fresco
Orinoquía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Entero
Orinoquía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Entero fresco
Orinoquía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Eviscerado
Orinoquía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Eviscerado congelado
Orinoquía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Eviscerado enhielado
Orinoquía;Peces;PezOseo;Zungaro zungaro;Pejesapo amarillo;Eviscerado fresco
Pacífico;Peces;PezOseo;Ablennes hians;Agujón sable;Entero
Pacífico;Peces;PezOseo;Ablennes hians;Agujón sable;Entero enhielado
Pacífico;Peces;PezOseo;Ablennes hians;Agujón sable;Entero fresco
Pacífico;Peces;PezOseo;Ablennes hians;Agujón sable;Eviscerado
Pacífico;Peces;PezOseo;Ablennes hians;Agujón sable;Salpreso
Pacífico;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Descabezado
Pacífico;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Entero
Pacífico;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Entero fresco
Pacífico;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Eviscerado
Pacífico;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Eviscerado enhielado
Pacífico;Peces;PezOseo;Acanthocybium solandri;Sierra Wahoo;Eviscerado fresco
Pacífico;Peces;PezOseo;Acanthurus nigricans;Navajuela;Eviscerado enhielado
Pacífico;Peces;PezOseo;Acanthurus xanthopterus;Navaja;Entero fresco
Pacífico;Peces;PezOseo;Acanthurus xanthopterus;Navaja;Eviscerado
Pacífico;Peces;PezOseo;Acanthurus xanthopterus;Navaja;Eviscerado enhielado
Pacífico;Peces;PezOseo;Achirus klunzingeri;Lenguado redondo;Descabezado
Pacífico;Peces;PezOseo;Achirus klunzingeri;Lenguado redondo;Eviscerado enhielado
Pacífico;Peces;PezOseo;Albula pacifica;Lisa bonita;Entero
Pacífico;Peces;PezOseo;Albula pacifica;Lisa bonita;Eviscerado
Pacífico;Peces;PezOseo;Alectis ciliaris;Pez cabuya;Entero
Pacífico;Peces;PezOseo;Alectis ciliaris;Pez cabuya;Eviscerado enhielado
Pacífico;Peces;PezOseo;Alectis ciliaris;Pez cabuya;Eviscerado fresco
Pacífico;Peces;PezOseo;Aluterus monoceros;Marfilillo;Descabezado
Pacífico;Peces;PezOseo;Aluterus monoceros;Marfilillo;Entero
Pacífico;Peces;PezOseo;Aluterus monoceros;Marfilillo;Entero fresco
Pacífico;Moluscos;Bivalvo;Anadara similis;Piangua mediana;Concha
Pacífico;Moluscos;Bivalvo;Anadara spp.;Piangua;Entero enhielado
Pacífico;Moluscos;Bivalvo;Anadara tuberculosa;Piangua grande;Concha
Pacífico;Peces;PezOseo;Anisotremus interruptus;Grano de oro;Entero
Pacífico;Peces;PezOseo;Anisotremus interruptus;Grano de oro;Entero fresco
Pacífico;Peces;PezOseo;Anisotremus interruptus;Grano de oro;Eviscerado
Pacífico;Peces;PezOseo;Anisotremus spp.;Curruco;Descabezado
Pacífico;Peces;PezOseo;Anisotremus spp.;Curruco;Entero
Pacífico;Peces;PezOseo;Anisotremus spp.;Curruco;Entero enhielado
Pacífico;Peces;PezOseo;Anisotremus spp.;Curruco;Entero fresco
Pacífico;Peces;PezOseo;Anisotremus spp.;Curruco;Eviscerado
Pacífico;Peces;PezOseo;Anisotremus spp.;Curruco;Eviscerado fresco
Pacífico;Peces;PezOseo;Ariopsis seemanni;Canchimalo;Entero
Pacífico;Peces;PezOseo;Ariopsis seemanni;Canchimalo;Entero enhielado
Pacífico;Peces;PezOseo;Ariopsis seemanni;Canchimalo;Entero fresco
Pacífico;Peces;PezOseo;Ariopsis seemanni;Canchimalo;Eviscerado
Pacífico;Peces;PezOseo;Ariopsis seemanni;Canchimalo;Eviscerado con gónada
Pacífico;Peces;PezOseo;Ariopsis seemanni;Canchimalo;Eviscerado enhielado
Pacífico;Peces;PezOseo;Ariopsis seemanni;Canchimalo;Eviscerado fresco
Pacífico;Peces;PezOseo;Auxis brachydorax;Madurito;Entero
Pacífico;Peces;PezOseo;Auxis brachydorax;Madurito;Entero fresco
Pacífico;Peces;PezOseo;Auxis eudorax;Cachorreta;Eviscerado
Pacífico;Peces;PezOseo;Bagre panamensis;Barbinche;Entero
Pacífico;Peces;PezOseo;Bagre panamensis;Barbinche;Entero congelado
Pacífico;Peces;PezOseo;Bagre panamensis;Barbinche;Entero enhielado
Pacífico;Peces;PezOseo;Bagre panamensis;Barbinche;Entero fresco
Pacífico;Peces;PezOseo;Bagre panamensis;Barbinche;Eviscerado
Pacífico;Peces;PezOseo;Bagre panamensis;Barbinche;Eviscerado enhielado
Pacífico;Peces;PezOseo;Bagre panamensis;Barbinche;Eviscerado fresco
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Descabezado
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Entero
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Entero congelado
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Entero enhielado
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Entero fresco
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Eviscerado
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Eviscerado con gónada
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Eviscerado enhielado
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Eviscerado fresco
Pacífico;Peces;PezOseo;Bagre pinnimaculatus;Alguacil;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Bairdiella ensifera;Corvina aletiamarilla;Entero
Pacífico;Peces;PezOseo;Bairdiella ensifera;Corvina aletiamarilla;Entero congelado
Pacífico;Peces;PezOseo;Bairdiella ensifera;Corvina aletiamarilla;Entero enhielado
Pacífico;Peces;PezOseo;Bairdiella ensifera;Corvina aletiamarilla;Entero fresco
Pacífico;Peces;PezOseo;Bairdiella ensifera;Corvina aletiamarilla;Eviscerado
Pacífico;Peces;PezOseo;Bairdiella ensifera;Corvina aletiamarilla;Eviscerado enhielado
Pacífico;Peces;PezOseo;Bairdiella ensifera;Corvina aletiamarilla;Eviscerado fresco
Pacífico;Peces;PezOseo;Balistes polylepis;Pejecuera;Entero fresco
Pacífico;Peces;PezOseo;Balistes polylepis;Pejecuera;Eviscerado
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Descabezado
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Entero
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Entero enhielado
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Entero fresco
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Eviscerado
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Eviscerado congelado
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Eviscerado enhielado
Pacífico;Peces;PezOseo;Brotula clarkae;Merluza;Eviscerado fresco
Pacífico;Peces;PezOseo;Brotula ordwayi;Merluza;Descabezado
Pacífico;Peces;PezOseo;Brotula ordwayi;Merluza;Eviscerado
Pacífico;Peces;PezOseo;Brycon meeki;Sábalo de río;Entero
Pacífico;Peces;PezOseo;Brycon meeki;Sábalo de río;Entero enhielado
Pacífico;Peces;PezOseo;Brycon meeki;Sábalo de río;Entero fresco
Pacífico;Peces;PezOseo;Brycon meeki;Sábalo de río;Eviscerado
Pacífico;Peces;PezOseo;Brycon meeki;Sábalo de río;Eviscerado enhielado
Pacífico;Peces;PezOseo;Brycon meeki;Sábalo de río;Eviscerado fresco
Pacífico;Peces;PezOseo;Calamus brachysomus;Pluma marotilla;Eviscerado
Pacífico;Peces;PezOseo;Calamus brachysomus;Pluma marotilla;Eviscerado enhielado
Pacífico;Crustáceos;Jaiba;Callinectes toxotes;Jaiba;Entero
Pacífico;Peces;PezOseo;Canthidermis maculata;Chancho;Entero fresco
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Descabezado
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Entero
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Entero congelado
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Entero enhielado
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Entero fresco
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Eviscerado
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Eviscerado congelado
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Eviscerado enhielado
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Eviscerado fresco
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Caranx caninus;Jurel común Chupador;Descabezado
Pacífico;Peces;PezOseo;Caranx caninus;Jurel común Chupador;Entero
Pacífico;Peces;PezOseo;Caranx caninus;Jurel común Chupador;Entero enhielado
Pacífico;Peces;PezOseo;Caranx caninus;Jurel común Chupador;Entero fresco
Pacífico;Peces;PezOseo;Caranx caninus;Jurel común Chupador;Eviscerado
Pacífico;Peces;PezOseo;Caranx caninus;Jurel común Chupador;Eviscerado enhielado
Pacífico;Peces;PezOseo;Caranx caninus;Jurel común Chupador;Eviscerado fresco
Pacífico;Peces;PezOseo;Caranx melampygus;Dorado de peña;Descabezado
Pacífico;Peces;PezOseo;Caranx melampygus;Dorado de peña;Entero
Pacífico;Peces;PezOseo;Caranx melampygus;Dorado de peña;Entero enhielado
Pacífico;Peces;PezOseo;Caranx melampygus;Dorado de peña;Entero fresco
Pacífico;Peces;PezOseo;Caranx melampygus;Dorado de peña;Eviscerado
Pacífico;Peces;PezOseo;Caranx melampygus;Dorado de peña;Eviscerado enhielado
Pacífico;Peces;PezOseo;Caranx sexfasciatus;Colinegra;Descabezado
Pacífico;Peces;PezOseo;Caranx sexfasciatus;Colinegra;Entero
Pacífico;Peces;PezOseo;Caranx sexfasciatus;Colinegra;Entero congelado
Pacífico;Peces;PezOseo;Caranx sexfasciatus;Colinegra;Entero enhielado
Pacífico;Peces;PezOseo;Caranx sexfasciatus;Colinegra;Entero fresco
Pacífico;Peces;PezOseo;Caranx sexfasciatus;Colinegra;Eviscerado
Pacífico;Peces;PezOseo;Caranx sexfasciatus;Colinegra;Eviscerado enhielado
Pacífico;Peces;PezOseo;Caranx sexfasciatus;Colinegra;Eviscerado fresco
Pacífico;Peces;PezOseo;Caranx spp.;Jurel genérico Pámpano;Entero
Pacífico;Peces;PezOseo;Caranx spp.;Jurel genérico Pámpano;Eviscerado
Pacífico;Peces;PezOseo;Caranx spp.;Jurel genérico Pámpano;Eviscerado enhielado
Pacífico;Peces;PezOseo;Caranx vinctus;Arroz con coco;Entero
Pacífico;Peces;PezOseo;Caranx vinctus;Arroz con coco;Entero fresco
Pacífico;Peces;PezOseo;Caranx vinctus;Arroz con coco;Eviscerado
Pacífico;Peces;PezOseo;Caranx vinctus;Arroz con coco;Eviscerado enhielado
Pacífico;Peces;PezOseo;Cathorops fuerthii;Canchimala amarilla;Entero
Pacífico;Peces;PezOseo;Cathorops fuerthii;Canchimala amarilla;Entero enhielado
Pacífico;Peces;PezOseo;Cathorops fuerthii;Canchimala amarilla;Entero fresco
Pacífico;Peces;PezOseo;Caulolatilus affinis;Cabezudo cubo;Descabezado
Pacífico;Peces;PezOseo;Caulolatilus affinis;Cabezudo cubo;Entero
Pacífico;Peces;PezOseo;Caulolatilus affinis;Cabezudo cubo;Entero enhielado
Pacífico;Peces;PezOseo;Caulolatilus affinis;Cabezudo cubo;Entero fresco
Pacífico;Peces;PezOseo;Caulolatilus affinis;Cabezudo cubo;Eviscerado
Pacífico;Peces;PezOseo;Caulolatilus affinis;Cabezudo cubo;Eviscerado enhielado
Pacífico;Peces;PezOseo;Caulolatilus affinis;Cabezudo cubo;Eviscerado fresco
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Entero
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Entero enhielado
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Entero fresco
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Eviscerado
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Eviscerado con gónada
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Eviscerado enhielado
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Eviscerado fresco
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Descabezado
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Entero
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Entero enhielado
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Entero fresco
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Eviscerado
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Eviscerado con gónada
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Eviscerado enhielado
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Eviscerado fresco
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Centropomus nigrescens;Róbalo;Entero
Pacífico;Peces;PezOseo;Centropomus nigrescens;Róbalo;Entero fresco
Pacífico;Peces;PezOseo;Centropomus nigrescens;Róbalo;Eviscerado
Pacífico;Peces;PezOseo;Centropomus nigrescens;Róbalo;Eviscerado enhielado
Pacífico;Peces;PezOseo;Centropomus robalito;Gualajo;Entero
Pacífico;Peces;PezOseo;Centropomus robalito;Gualajo;Entero fresco
Pacífico;Peces;PezOseo;Centropomus robalito;Gualajo;Eviscerado
Pacífico;Peces;PezOseo;Centropomus robalito;Gualajo;Eviscerado con gónada
Pacífico;Peces;PezOseo;Centropomus robalito;Gualajo;Eviscerado enhielado
Pacífico;Peces;PezOseo;Centropomus robalito;Gualajo;Eviscerado fresco
Pacífico;Peces;PezOseo;Centropomus unionensis;Machetajo;Entero fresco
Pacífico;Peces;PezOseo;Centropomus viridis;Róbalo;Entero
Pacífico;Peces;PezOseo;Centropomus viridis;Róbalo;Entero enhielado
Pacífico;Peces;PezOseo;Centropomus viridis;Róbalo;Entero fresco
Pacífico;Peces;PezOseo;Centropomus viridis;Róbalo;Eviscerado
Pacífico;Peces;PezOseo;Centropomus viridis;Róbalo;Eviscerado con gónada
Pacífico;Peces;PezOseo;Centropomus viridis;Róbalo;Eviscerado enhielado
Pacífico;Peces;PezOseo;Centropomus viridis;Róbalo;Eviscerado fresco
Pacífico;Peces;PezOseo;Centropumus spp.;Gualajo machetajo;Entero
Pacífico;Peces;PezOseo;Centropumus spp.;Gualajo machetajo;Entero congelado
Pacífico;Peces;PezOseo;Centropumus spp.;Gualajo machetajo;Entero enhielado
Pacífico;Peces;PezOseo;Centropumus spp.;Gualajo machetajo;Entero fresco
Pacífico;Peces;PezOseo;Centropumus spp.;Gualajo machetajo;Eviscerado
Pacífico;Peces;PezOseo;Centropumus spp.;Gualajo machetajo;Eviscerado fresco
Pacífico;Peces;PezOseo;Chaenomugil proboscideus;Lisa anchoveta;Entero
Pacífico;Peces;PezOseo;Chaenomugil proboscideus;Lisa anchoveta;Entero fresco
Pacífico;Peces;PezOseo;Chaenomugil proboscideus;Lisa anchoveta;Eviscerado
Pacífico;Peces;PezOseo;Chaetodipterus zonatus;Palma rayada;Entero
Pacífico;Peces;PezOseo;Chaetodipterus zonatus;Palma rayada;Entero enhielado
Pacífico;Peces;PezOseo;Chaetodipterus zonatus;Palma rayada;Entero fresco
Pacífico;Peces;PezOseo;Chaetodipterus zonatus;Palma rayada;Eviscerado
Pacífico;Peces;PezOseo;Chaetodipterus zonatus;Palma rayada;Eviscerado enhielado
Pacífico;Peces;PezOseo;Chaetodipterus zonatus;Palma rayada;Eviscerado fresco
Pacífico;Peces;PezOseo;Cirrhitus rivulatus;Pejetigre, Pez tigre;Eviscerado
Pacífico;Peces;PezOseo;Conodon serrifer;Guerrillero;Eviscerado enhielado
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Descabezado
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Entero
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Entero enhielado
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Eviscerado
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Eviscerado enhielado
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Descabezado
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Entero
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Entero enhielado
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Entero fresco
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Eviscerado
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Eviscerado fresco
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Descabezado
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Entero
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Eviscerado
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Eviscerado enhielado
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Eviscerado fresco
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Descabezado
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Entero
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Entero enhielado
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Entero fresco
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Eviscerado
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Eviscerado con gónada
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Eviscerado enhielado
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Eviscerado fresco
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Entero
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Entero enhielado
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Entero fresco
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Eviscerado
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Eviscerado con gónada
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Eviscerado enhielado
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Eviscerado fresco
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Cynoscion reticulatus;Corvina rayada;Entero fresco
Pacífico;Peces;PezOseo;Cynoscion reticulatus;Corvina rayada;Eviscerado
Pacífico;Peces;PezOseo;Cynoscion spp.;Corvina;Eviscerado
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Entero
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Entero enhielado
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Entero fresco
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Eviscerado
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Eviscerado enhielado
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Eviscerado fresco
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Eviscerado sin gónada
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Entero
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Entero enhielado
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Entero fresco
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Eviscerado
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Eviscerado enhielado
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Eviscerado fresco
Pacífico;Peces;PezOseo;Diplectrum euryplectrum;Bocón amarillo;Eviscerado
Pacífico;Peces;PezOseo;Diplectrum maximum;Bocón;Entero enhielado
Pacífico;Peces;PezOseo;Diplectrum maximum;Bocón;Entero fresco
Pacífico;Peces;PezOseo;Diplectrum maximum;Bocón;Eviscerado
Pacífico;Peces;PezOseo;Diplectrum maximum;Bocón;Eviscerado enhielado
Pacífico;Peces;PezOseo;Diplectrum pacificum;Cagua;Entero enhielado
Pacífico;Peces;PezOseo;Diplectrum spp.;Cagua Bocón;Entero enhielado
Pacífico;Peces;PezOseo;Diplectrum spp.;Cagua Bocón;Eviscerado
Pacífico;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Entero
Pacífico;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Entero enhielado
Pacífico;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Entero fresco
Pacífico;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Eviscerado
