Cuenca/Litoral;Grupo de especie;Formato;Especie;Nombre venacular;Categoría comercial
Pacífico;Peces;PezOseo;Canthidermis maculata;Chancho;Grande
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Grande
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Mediano
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Pequeño
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Pescado menudo
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Ranfaña
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Revuelto
Pacífico;Peces;PezOseo;Caranx caballus;Burique burica;Varios tamaños
Pacífico;Peces;PezOseo;Caranx caninus;Jurel común Chupador;Grande
Pacífico;Peces;PezOseo;Caranx caninus;Jurel común Chupador;Mediano
Pacífico;Peces;PezOseo;Caranx caninus;Jurel común Chupador;Pequeño
Pacífico;Peces;PezOseo;Caranx caninus;Jurel común Chupador;Revuelto
Pacífico;Peces;PezOseo;Caranx caninus;Jurel común Chupador;Varios tamaños
Pacífico;Peces;PezOseo;Caranx melampygus;Dorado de peña;Grande
Pacífico;Peces;PezOseo;Caranx melampygus;Dorado de peña;Mediano
Pacífico;Peces;PezOseo;Caranx melampygus;Dorado de peña;Pequeño
Pacífico;Peces;PezOseo;Caranx melampygus;Dorado de peña;Revuelto
Pacífico;Peces;PezOseo;Caranx melampygus;Dorado de peña;Varios tamaños
Pacífico;Peces;PezOseo;Caranx sexfasciatus;Colinegra;Grande
Pacífico;Peces;PezOseo;Caranx sexfasciatus;Colinegra;Mediano
Pacífico;Peces;PezOseo;Caranx sexfasciatus;Colinegra;Pequeño
Pacífico;Peces;PezOseo;Caranx sexfasciatus;Colinegra;Revuelto
Pacífico;Peces;PezOseo;Caranx sexfasciatus;Colinegra;Varios tamaños
Pacífico;Peces;PezOseo;Caranx spp.;Jurel genérico Pámpano;Grande
Pacífico;Peces;PezOseo;Caranx spp.;Jurel genérico Pámpano;Mediano
Pacífico;Peces;PezOseo;Caranx spp.;Jurel genérico Pámpano;Pequeño
Pacífico;Peces;PezOseo;Caranx spp.;Jurel genérico Pámpano;Revuelto
Pacífico;Peces;PezOseo;Caranx vinctus;Arroz con coco;Grande
Pacífico;Peces;PezOseo;Caranx vinctus;Arroz con coco;Mediano
Pacífico;Peces;PezOseo;Caranx vinctus;Arroz con coco;Pequeño
Pacífico;Peces;PezOseo;Caranx vinctus;Arroz con coco;Revuelto
Pacífico;Peces;PezOseo;Cathorops fuerthii;Canchimala amarilla;Grande
Pacífico;Peces;PezOseo;Cathorops fuerthii;Canchimala amarilla;Pequeño
Pacífico;Peces;PezOseo;Cathorops fuerthii;Canchimala amarilla;Revuelto
Pacífico;Peces;PezOseo;Caulolatilus affinis;Cabezudo cubo;Grande
Pacífico;Peces;PezOseo;Caulolatilus affinis;Cabezudo cubo;Mediano
Pacífico;Peces;PezOseo;Caulolatilus affinis;Cabezudo cubo;Pequeño
Pacífico;Peces;PezOseo;Caulolatilus affinis;Cabezudo cubo;Revuelto
Pacífico;Peces;PezOseo;Caulolatilus affinis;Cabezudo cubo;Varios tamaños
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Grande
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Mediano
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Pequeño
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Ranfaña
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Revuelto
Pacífico;Peces;PezOseo;Centropomus armatus;Gualajo;Varios tamaños
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Grande
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Mediano
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Pequeño
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Revuelto
Pacífico;Peces;PezOseo;Centropomus medius;Machetajo;Varios tamaños
Pacífico;Peces;PezOseo;Centropomus nigrescens;Róbalo;Grande
Pacífico;Peces;PezOseo;Centropomus nigrescens;Róbalo;Mediano
Pacífico;Peces;PezOseo;Centropomus nigrescens;Róbalo;Pequeño
Pacífico;Peces;PezOseo;Centropomus nigrescens;Róbalo;Revuelto
Pacífico;Peces;PezOseo;Centropomus nigrescens;Róbalo;Varios tamaños
Pacífico;Peces;PezOseo;Centropomus robalito;Gualajo;Extragrande
Pacífico;Peces;PezOseo;Centropomus robalito;Gualajo;Grande
Pacífico;Peces;PezOseo;Centropomus robalito;Gualajo;Mediano
Pacífico;Peces;PezOseo;Centropomus robalito;Gualajo;Pequeño
Pacífico;Peces;PezOseo;Centropomus robalito;Gualajo;Revuelto
Pacífico;Peces;PezOseo;Centropomus unionensis;Machetajo;Grande
Pacífico;Peces;PezOseo;Centropomus viridis;Róbalo;Extragrande
Pacífico;Peces;PezOseo;Centropomus viridis;Róbalo;Grande
Pacífico;Peces;PezOseo;Centropomus viridis;Róbalo;Mediano
Pacífico;Peces;PezOseo;Centropomus viridis;Róbalo;Pequeño
Pacífico;Peces;PezOseo;Centropomus viridis;Róbalo;Revuelto
Pacífico;Peces;PezOseo;Centropumus spp.;Gualajo machetajo;Grande
Pacífico;Peces;PezOseo;Centropumus spp.;Gualajo machetajo;Mediano
Pacífico;Peces;PezOseo;Centropumus spp.;Gualajo machetajo;Pequeño
Pacífico;Peces;PezOseo;Centropumus spp.;Gualajo machetajo;Revuelto
Pacífico;Peces;PezOseo;Centropumus spp.;Gualajo machetajo;Varios tamaños
Pacífico;Peces;PezOseo;Chaenomugil proboscideus;Lisa anchoveta;Mediano
Pacífico;Peces;PezOseo;Chaenomugil proboscideus;Lisa anchoveta;Pequeño
Pacífico;Peces;PezOseo;Chaenomugil proboscideus;Lisa anchoveta;Revuelto
Pacífico;Peces;PezOseo;Chaetodipterus zonatus;Palma rayada;Grande
Pacífico;Peces;PezOseo;Chaetodipterus zonatus;Palma rayada;Mediano
Pacífico;Peces;PezOseo;Chaetodipterus zonatus;Palma rayada;Pequeño
Pacífico;Peces;PezOseo;Chaetodipterus zonatus;Palma rayada;Revuelto
Pacífico;Peces;PezOseo;Chaetodipterus zonatus;Palma rayada;Varios tamaños
Pacífico;Peces;PezOseo;Cirrhitus rivulatus;Pejetigre, Pez tigre;Mediano
Pacífico;Peces;PezOseo;Conodon serrifer;Guerrillero;Grande
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Grande
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Mediano
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Pequeño
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Revuelto
Pacífico;Peces;PezOseo;Coryphaena hippurus;Dorado;Varios tamaños
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Grande
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Mediano
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Pequeño
Pacífico;Peces;PezOseo;Cyclopsetta querna;Lenguado;Revuelto
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Extragrande
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Grande
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Mediano
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Pequeño
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Revuelto
Pacífico;Peces;PezOseo;Cynoponticus coniceps;Zafiro;Varios tamaños
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Extragrande
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Grande
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Mediano
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Pequeño
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Pescado especial
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Revuelto
Pacífico;Peces;PezOseo;Cynoscion albus;Corvina;Varios tamaños
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Grande
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Mediano
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Pequeño
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Pescado especial
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Ranfaña
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Revuelto
Pacífico;Peces;PezOseo;Cynoscion phoxocephalus;Pelada blanca;Varios tamaños
Pacífico;Peces;PezOseo;Cynoscion reticulatus;Corvina rayada;Grande
Pacífico;Peces;PezOseo;Cynoscion reticulatus;Corvina rayada;Pequeño
Pacífico;Peces;PezOseo;Cynoscion reticulatus;Corvina rayada;Revuelto
Pacífico;Peces;PezOseo;Cynoscion spp.;Corvina;Revuelto
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Grande
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Mediano
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Pequeño
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Revuelto
Pacífico;Peces;PezOseo;Cynoscion squamipinnis;Pelada roncona;Varios tamaños
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Grande
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Mediano
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Pequeño
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Ranfaña
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Revuelto
Pacífico;Peces;PezOseo;Diapterus brevirostris;Palometa aletiamarilla;Varios tamaños
Pacífico;Peces;PezOseo;Diplectrum euryplectrum;Bocón amarillo;Grande
Pacífico;Peces;PezOseo;Diplectrum euryplectrum;Bocón amarillo;Pequeño
Pacífico;Peces;PezOseo;Diplectrum maximum;Bocón;Grande
Pacífico;Peces;PezOseo;Diplectrum maximum;Bocón;Mediano
Pacífico;Peces;PezOseo;Diplectrum maximum;Bocón;Pequeño
Pacífico;Peces;PezOseo;Diplectrum maximum;Bocón;Revuelto
Pacífico;Peces;PezOseo;Diplectrum pacificum;Cagua;Pequeño
Pacífico;Peces;PezOseo;Diplectrum spp.;Cagua Bocón;Pequeño
Pacífico;Peces;PezOseo;Diplectrum spp.;Cagua Bocón;Revuelto
Pacífico;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Grande
Pacífico;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Mediano
Pacífico;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Pequeño
Pacífico;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Revuelto
Pacífico;Peces;PezOseo;Elagatis bipinnulata;Salmón, Sardinata macarela;Varios tamaños
Pacífico;Peces;PezOseo;Elops affinis;Lisa espinosa;Grande
Pacífico;Peces;PezOseo;Elops affinis;Lisa espinosa;Mediano
Pacífico;Peces;PezOseo;Elops affinis;Lisa espinosa;Pequeño
Pacífico;Peces;PezOseo;Elops affinis;Lisa espinosa;Revuelto
Pacífico;Peces;PezOseo;Epinephelus analogus;Cabrilla;Grande
Pacífico;Peces;PezOseo;Epinephelus analogus;Cabrilla;Mediano
Pacífico;Peces;PezOseo;Epinephelus analogus;Cabrilla;Pequeño
Pacífico;Peces;PezOseo;Epinephelus analogus;Cabrilla;Revuelto
Pacífico;Peces;PezOseo;Epinephelus labriformis;Cabrilla de aleta roja;Mediano
Pacífico;Peces;PezOseo;Epinephelus labriformis;Cabrilla de aleta roja;Pequeño
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Extragrande
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Grande
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Mediano
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Pequeño
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Pescado especial
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Revuelto
Pacífico;Peces;PezOseo;Epinephelus quinquefasciatus;Mero;Varios tamaños
Pacífico;Peces;PezOseo;Epinephelus sp1.;Cherna negra;Grande
Pacífico;Peces;PezOseo;Epinephelus sp1.;Cherna negra;Mediano
Pacífico;Peces;PezOseo;Epinephelus sp1.;Cherna negra;Pequeño
Pacífico;Peces;PezOseo;Epinephelus sp1.;Cherna negra;Varios tamaños
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Extragrande
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Grande
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Mediano
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Pequeño
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Pescado especial
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Revuelto
Pacífico;Peces;PezOseo;Epinephelus spp.;Mero;Varios tamaños
Pacífico;Peces;PezOseo;Eucinostomus currani;Leiro;Pequeño
Pacífico;Peces;PezOseo;Eucinostomus currani;Leiro;Revuelto
Pacífico;Peces;PezOseo;Eucinostomus currani;Leiro;Varios tamaños
Pacífico;Peces;PezOseo;Eucinostomus dowii;Palometa;Mediano
Pacífico;Peces;PezOseo;Eucinostomus dowii;Palometa;Pequeño
Pacífico;Peces;PezOseo;Eucinostomus spp.;Mojarra;Mediano
Pacífico;Peces;PezOseo;Euprepocaranx dorsalis;Jurel pampano;Grande
Pacífico;Peces;PezOseo;Euprepocaranx dorsalis;Jurel pampano;Mediano
Pacífico;Peces;PezOseo;Euprepocaranx dorsalis;Jurel pampano;Pequeño
Pacífico;Peces;PezOseo;Euprepocaranx dorsalis;Jurel pampano;Revuelto
Pacífico;Peces;PezOseo;Euthynnus lineatus;Atún patiseca;Grande
Pacífico;Peces;PezOseo;Euthynnus lineatus;Atún patiseca;Mediano
Pacífico;Peces;PezOseo;Euthynnus lineatus;Atún patiseca;Pequeño
Pacífico;Peces;PezOseo;Euthynnus lineatus;Atún patiseca;Revuelto
Pacífico;Peces;PezOseo;Euthynnus lineatus;Atún patiseca;Varios tamaños
Pacífico;Peces;PezOseo;Genyatremus dovii;Curruca tres rayas;Pequeño
Pacífico;Peces;PezOseo;Genyatremus pacifici;Curruca tres rayas;Grande
Pacífico;Peces;PezOseo;Genyatremus pacifici;Curruca tres rayas;Mediano
Pacífico;Peces;PezOseo;Genyatremus pacifici;Curruca tres rayas;Pequeño
Pacífico;Peces;PezOseo;Genyatremus pacifici;Curruca tres rayas;Revuelto
Pacífico;Peces;PezOseo;Genyatremus pacifici;Curruca tres rayas;Varios tamaños
Pacífico;Peces;PezOseo;Gnathanodon speciosus;Dorado de peña;Grande
Pacífico;Peces;PezOseo;Gnathanodon speciosus;Dorado de peña;Mediano
Pacífico;Peces;PezOseo;Gnathanodon speciosus;Dorado de peña;Pequeño
Pacífico;Peces;PezOseo;Gnathanodon speciosus;Dorado de peña;Revuelto
Pacífico;Peces;PezOseo;Gnathanodon speciosus;Dorado de peña;Varios tamaños
Pacífico;Peces;PezOseo;Haemulon flaviguttatum;Veranera;Grande
Pacífico;Peces;PezOseo;Haemulon flaviguttatum;Veranera;Mediano
Pacífico;Peces;PezOseo;Haemulon flaviguttatum;Veranera;Pequeño
Pacífico;Peces;PezOseo;Haemulon flaviguttatum;Veranera;Revuelto
Pacífico;Peces;PezOseo;Haemulon flaviguttatum;Veranera;Varios tamaños
Pacífico;Peces;PezOseo;Haemulon maculicauda;Quisquis;Pequeño
Pacífico;Peces;PezOseo;Haemulon maculicauda;Quisquis;Revuelto
Pacífico;Peces;PezOseo;Haemulon scudderii;Roncador;Grande
Pacífico;Peces;PezOseo;Haemulon scudderii;Roncador;Mediano
Pacífico;Peces;PezOseo;Haemulon scudderii;Roncador;Pequeño
Pacífico;Peces;PezOseo;Haemulon scudderii;Roncador;Revuelto
Pacífico;Peces;PezOseo;Haemulon scudderii;Roncador;Varios tamaños
Pacífico;Peces;PezOseo;Haemulon sexfasciatum;Curruca rayada pecosa;Grande
Pacífico;Peces;PezOseo;Haemulon sexfasciatum;Curruca rayada pecosa;Mediano
Pacífico;Peces;PezOseo;Haemulon sexfasciatum;Curruca rayada pecosa;Revuelto
Pacífico;Peces;PezOseo;Haemulopsis axillaris;Roncador;Grande
Pacífico;Peces;PezOseo;Haemulopsis axillaris;Roncador;Mediano
Pacífico;Peces;PezOseo;Haemulopsis axillaris;Roncador;Revuelto
Pacífico;Peces;PezOseo;Haemulopsis elongatus;Kiskis Llama marea;Pequeño
Pacífico;Peces;PezOseo;Haemulopsis elongatus;Kiskis Llama marea;Revuelto
Pacífico;Peces;PezOseo;Haemulopsis leuciscus;Roncador;Grande
Pacífico;Peces;PezOseo;Haemulopsis leuciscus;Roncador;Mediano
Pacífico;Peces;PezOseo;Haemulopsis leuciscus;Roncador;Pequeño
Pacífico;Peces;PezOseo;Haemulopsis leuciscus;Roncador;Ranfaña
Pacífico;Peces;PezOseo;Haemulopsis leuciscus;Roncador;Revuelto
Pacífico;Peces;PezOseo;Haemulopsis leuciscus;Roncador;Varios tamaños
Pacífico;Peces;PezOseo;Haemulopsis nitidus;Roncador;Revuelto
Pacífico;Peces;PezOseo;Hemanthias peruanus;Pargo nylon amarillo;Mediano
Pacífico;Peces;PezOseo;Hemanthias peruanus;Pargo nylon amarillo;Pequeño
Pacífico;Peces;PezOseo;Hemanthias signifer;Pargo nylon;Grande
Pacífico;Peces;PezOseo;Hemanthias signifer;Pargo nylon;Mediano
Pacífico;Peces;PezOseo;Hemanthias signifer;Pargo nylon;Pequeño
Pacífico;Peces;PezOseo;Hemanthias signifer;Pargo nylon;Revuelto
Pacífico;Peces;PezOseo;Hemanthias signifer;Pargo nylon;Varios tamaños
Pacífico;Peces;PezOseo;Hemicaranx zelotes;Comegargajo;Revuelto
Pacífico;Peces;PezOseo;Hemiramphus saltator;Aguja;Grande
Pacífico;Peces;PezOseo;Hemiramphus saltator;Aguja;Mediano
Pacífico;Peces;PezOseo;Hemiramphus saltator;Aguja;Pequeño
Pacífico;Peces;PezOseo;Hemiramphus saltator;Aguja;Revuelto
Pacífico;Peces;PezOseo;Hemiramphus saltator;Aguja;Varios tamaños
Pacífico;Peces;PezOseo;Hoplopagrus guentherii;Pargo roquero;Grande
Pacífico;Peces;PezOseo;Hoplopagrus guentherii;Pargo roquero;Mediano
Pacífico;Peces;PezOseo;Hoplopagrus guentherii;Pargo roquero;Pequeño
Pacífico;Peces;PezOseo;Hoplopagrus guentherii;Pargo roquero;Revuelto
Pacífico;Peces;PezOseo;Hoplopagrus guentherii;Pargo roquero;Varios tamaños
Pacífico;Peces;PezOseo;Hyporthodus acanthistius;Cherna rosada;Grande
Pacífico;Peces;PezOseo;Hyporthodus acanthistius;Cherna rosada;Mediano
Pacífico;Peces;PezOseo;Hyporthodus acanthistius;Cherna rosada;Pequeño
Pacífico;Peces;PezOseo;Hyporthodus acanthistius;Cherna rosada;Pescado especial
Pacífico;Peces;PezOseo;Hyporthodus acanthistius;Cherna rosada;Revuelto
Pacífico;Peces;PezOseo;Hyporthodus acanthistius;Cherna rosada;Varios tamaños
Pacífico;Peces;PezOseo;Hyporthodus niphobles;Morico verde;Grande
Pacífico;Peces;PezOseo;Hyporthodus niphobles;Morico verde;Mediano
Pacífico;Peces;PezOseo;Hyporthodus niphobles;Morico verde;Pequeño
Pacífico;Peces;PezOseo;Hyporthodus niphobles;Morico verde;Revuelto
Pacífico;Peces;PezOseo;Hyporthodus niphobles;Morico verde;Varios tamaños
Pacífico;Peces;PezOseo;Istiophorus platypterus;Pez vela del Atlantico y del Pacifico;Grande
Pacífico;Peces;PezOseo;Istiophorus platypterus;Pez vela del Atlantico y del Pacifico;Mediano
Pacífico;Peces;PezOseo;Istiophorus platypterus;Pez vela del Atlantico y del Pacifico;Pequeño
Pacífico;Peces;PezOseo;Istiophorus platypterus;Pez vela del Atlantico y del Pacifico;Revuelto
Pacífico;Peces;PezOseo;Istiophorus platypterus;Pez vela del Atlantico y del Pacifico;Varios tamaños
Pacífico;Peces;PezOseo;Katsuwonus pelamis;Atún barrilete;Mediano
Pacífico;Peces;PezOseo;Kyphosus elegans;Chopa barrilete;Grande
Pacífico;Peces;PezOseo;Kyphosus elegans;Chopa barrilete;Mediano
Pacífico;Peces;PezOseo;Kyphosus elegans;Chopa barrilete;Pequeño
Pacífico;Peces;PezOseo;Kyphosus elegans;Chopa barrilete;Revuelto
Pacífico;Peces;PezOseo;Kyphosus elegans;Chopa barrilete;Varios tamaños
Pacífico;Peces;PezOseo;Kyphosus ocyurus;Bonito;Grande
Pacífico;Peces;PezOseo;Kyphosus ocyurus;Bonito;Mediano
Pacífico;Peces;PezOseo;Kyphosus ocyurus;Bonito;Pequeño
Pacífico;Peces;PezOseo;Kyphosus ocyurus;Bonito;Revuelto
Pacífico;Peces;PezOseo;Kyphosus ocyurus;Bonito;Varios tamaños
Pacífico;Peces;PezOseo;Larimus acclivis;Cajero;Mediano
Pacífico;Peces;PezOseo;Larimus acclivis;Cajero;Pequeño
Pacífico;Peces;PezOseo;Larimus acclivis;Cajero;Ranfaña
Pacífico;Peces;PezOseo;Larimus acclivis;Cajero;Revuelto
Pacífico;Peces;PezOseo;Larimus argenteus;Cajero;Grande
Pacífico;Peces;PezOseo;Larimus argenteus;Cajero;Mediano
Pacífico;Peces;PezOseo;Larimus argenteus;Cajero;Pequeño
Pacífico;Peces;PezOseo;Larimus argenteus;Cajero;Revuelto
Pacífico;Peces;PezOseo;Larimus effulgens;Cajero;Pequeño
Pacífico;Peces;PezOseo;Larimus effulgens;Cajero;Revuelto
Pacífico;Peces;PezOseo;Larimus spp.;Cajero;Grande
Pacífico;Peces;PezOseo;Larimus spp.;Cajero;Mediano
Pacífico;Peces;PezOseo;Larimus spp.;Cajero;Pequeño
Pacífico;Peces;PezOseo;Larimus spp.;Cajero;Ranfaña
Pacífico;Peces;PezOseo;Larimus spp.;Cajero;Revuelto
Pacífico;Peces;PezOseo;Larimus spp.;Cajero;Varios tamaños
Pacífico;Peces;PezOseo;Lepophidium negropinna;Perla;Revuelto
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Extragrande
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Grande
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Mediano
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Pequeño
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Pescado especial
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Ranfaña
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Revuelto
Pacífico;Peces;PezOseo;Lobotes pacifica;Berrugate;Varios tamaños
Pacífico;Peces;PezOseo;Lutjanus aratus;Pargo jilguero;Grande
Pacífico;Peces;PezOseo;Lutjanus aratus;Pargo jilguero;Mediano
Pacífico;Peces;PezOseo;Lutjanus aratus;Pargo jilguero;Pequeño
Pacífico;Peces;PezOseo;Lutjanus aratus;Pargo jilguero;Revuelto
Pacífico;Peces;PezOseo;Lutjanus aratus;Pargo jilguero;Varios tamaños
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Grande
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Mediano
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Pequeño
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Pescado especial
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Platero (para pargos)
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Revuelto
Pacífico;Peces;PezOseo;Lutjanus argentiventris;Pargo coliamarillo;Varios tamaños
Pacífico;Peces;PezOseo;Lutjanus colorado;Pargo vija;Grande
Pacífico;Peces;PezOseo;Lutjanus colorado;Pargo vija;Mediano
Pacífico;Peces;PezOseo;Lutjanus colorado;Pargo vija;Pequeño
Pacífico;Peces;PezOseo;Lutjanus colorado;Pargo vija;Platero (para pargos)
Pacífico;Peces;PezOseo;Lutjanus colorado;Pargo vija;Revuelto
Pacífico;Peces;PezOseo;Lutjanus colorado;Pargo vija;Varios tamaños
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Grande
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Mediano
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Pequeño
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Pescado especial
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Platero (para pargos)
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Revuelto
Pacífico;Peces;PezOseo;Lutjanus guttatus;Pargo lunarejo;Varios tamaños
Pacífico;Peces;PezOseo;Lutjanus inermis;Pargo roquero;Mediano
Pacífico;Peces;PezOseo;Lutjanus inermis;Pargo roquero;Pequeño
Pacífico;Peces;PezOseo;Lutjanus inermis;Pargo roquero;Revuelto
Pacífico;Peces;PezOseo;Lutjanus inermis;Pargo roquero;Varios tamaños
Pacífico;Peces;PezOseo;Lutjanus jordani;Pargo jilguero;Grande
Pacífico;Peces;PezOseo;Lutjanus jordani;Pargo jilguero;Mediano
Pacífico;Peces;PezOseo;Lutjanus jordani;Pargo jilguero;Pequeño
Pacífico;Peces;PezOseo;Lutjanus jordani;Pargo jilguero;Revuelto
Pacífico;Peces;PezOseo;Lutjanus jordani;Pargo jilguero;Varios tamaños
Pacífico;Peces;PezOseo;Lutjanus novemfasciatus;Pargo muelón;Grande
Pacífico;Peces;PezOseo;Lutjanus novemfasciatus;Pargo muelón;Mediano
Pacífico;Peces;PezOseo;Lutjanus novemfasciatus;Pargo muelón;Pequeño
Pacífico;Peces;PezOseo;Lutjanus novemfasciatus;Pargo muelón;Revuelto
Pacífico;Peces;PezOseo;Lutjanus novemfasciatus;Pargo muelón;Varios tamaños
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Grande
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Mediano
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Pequeño
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Platero (para pargos)
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Revuelto
Pacífico;Peces;PezOseo;Lutjanus peru;Pargo rojo;Varios tamaños
Pacífico;Peces;PezOseo;Lutjanus spp.;Pargos;Grande
Pacífico;Peces;PezOseo;Lutjanus spp.;Pargos;Mediano
Pacífico;Peces;PezOseo;Lutjanus spp.;Pargos;Pequeño
Pacífico;Peces;PezOseo;Lutjanus spp.;Pargos;Pescado especial
Pacífico;Peces;PezOseo;Lutjanus spp.;Pargos;Revuelto
Pacífico;Peces;PezOseo;Lutjanus viridis;Pargo;Grande
Pacífico;Peces;PezOseo;Lutjanus viridis;Pargo;Mediano
Pacífico;Peces;PezOseo;Lutjanus viridis;Pargo;Pequeño
Pacífico;Peces;PezOseo;Macrodon mordax;Pelada amarilladentona cagona;Grande
Pacífico;Peces;PezOseo;Macrodon mordax;Pelada amarilladentona cagona;Mediano
Pacífico;Peces;PezOseo;Macrodon mordax;Pelada amarilladentona cagona;Pequeño
Pacífico;Peces;PezOseo;Macrodon mordax;Pelada amarilladentona cagona;Revuelto
