SITIODESEMBARCO_METODO_ESPECIE;Cuartil_inf_kg_IND_hist;Cuartil_sup_kg_IND_hist
Palomino_ Red de enmalle fija continental_Plagioscion magdalenae;0,1875;0,96000003
La Punta_ Red de enmalle fija marina_Lutjanus griseus;0,54000001;3,199999952
Puerto Chaparro_ Red de enmalle fija continental_Pimelodus yuma;0,128249997;0,289999992
Marralú_ Chinchorro continental_Hoplias malabaricus;0,313333333;0,339333333
La Gloria_ Red de enmalle fija continental_Plagioscion magdalenae;0,25;1,5
La Gloria_ Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;0,55;1
Pizarro_ Red de enmalle de deriva marina_Haemulopsis leuciscus;0,209848485;0,461111111
Paujil_ Línea de mano fija continental_Mylossoma albiscopum;0,148136365;0,339500004
Puerto (Orocué)_ Palangre calandrio_Brachyplatystoma rousseauxii;6,773333359;17,28000031
La Playa (El Banco)_ Chinchorro continental_Plagioscion magdalenae;0,5;1
La Playa (El Banco)_ Chinchorro continental_Curimata mivartii;0,1;0,113636364
La Playa (El Banco)_ Chinchorro continental_Megaleporinus muyscorum;0,113636364;0,2
La Playa (El Banco)_ Chinchorro continental_Cynopotamus magdalenae;0,101206897;0,149870132
Paujil_ Arpón_Cichla temensis;0,425000012;0,425000012
Paujil_ Arpón_Mylossoma albiscopum;0,178571429;0,178571429
Pizarro_ Red de enmalle camaronera_Larimus acclivis;0,166666667;0,25
Caño Grande_ Atarraya_Ariopsis canteri;0,123750005;0,242500001
La Tagua_ Red de enmalle fija continental_Hemisorubim platyrhynchos;0,5;0,5
Santuario_ Palangre calandrio_Pseudoplatystoma punctifer;4,358333333;8,972500134
Bellavista_ Chinchorro de jala playa_Caranx latus;0,127583335;0,837500015
Bellavista_ Chinchorro de jala playa_Sphyraena barracuda;0,294000008;3,971875
Pesquera Aspabab_ Red de enmalle camaronera_Carcharhinus limbatus;1,333333333;1,333333333
Méjico_ Atarraya_Ctenolucius hujeta;0,061562502;0,089687502
Playa Necoclí_ Red de enmalle fija marina campaña_Lutjanus analis;0,303571429;2,275
Usaragá_ Línea de mano fija marina_Haemulopsis leuciscus;0,25;1,18
Plaza de mercado (La Dorada)_ Línea de mano fija continental_Sorubim cuspicaudus;0,722222222;1,5
Plaza de mercado (La Dorada)_ Línea de mano fija continental_Pseudoplatystoma magdaleniatum;1,707142857;7,847999954
Lamas_ Red de enmalle de encierro continental_Trachelyopterus insignis;0,066666668;0,066666668
Bahía de Cispatá_ Chinchorro marino_Scomberomorus cavalla;1,5875;4,8875
San Nicolás (Nechí)_ Red de enmalle fija continental_Triportheus magdalenae;0,074950002;0,124875
Puerto Simití_ Atarraya_Cyphocharax magdalenae;0,1;0,1
Puerto de las Canoas (Puerto Berrío)_ Chinchorra_Hypostomus sp. 2;0,266666667;0,371428571
Puerto de las Canoas (Puerto Berrío)_ Atarraya_Brycon moorei;1,014999986;1,925
Puerto de las Canoas (Puerto Berrío)_ Atarraya_Panaque cochliodon;0,303409091;0,489285714
Río San Miguel_ Red de enmalle fija continental_Sorubim lima;0,49000001;0,49000001
Poportín_ Red de enmalle fija marina_Lutjanus griseus;0,34;0,425714286
La Punta_ Red de enmalle fija marina_Scomberomorus brasiliensis;1,100000024;2,749999952
Concepción - Tacamocho_ Red de enmalle fija continental_Oreochromis niloticus;0,200000004;0,466666659
Marralú_ Red de enmalle de encierro continental_Oreochromis niloticus;0,311538462;0,372321429
Marralú_ Red de enmalle de encierro continental_Hoplias malabaricus;0,305408048;0,399124992
Marralú_ Red de enmalle de encierro continental_Caquetaia kraussii;0,071749999;0,09875
Barrio La Unión_ Red de enmalle fija marina_Aetobatus narinari;4;4
La Tagua_ Red de enmalle fija continental_Pseudoplatystoma punctifer;1,5;3,979999888
Uveros_ Red de enmalle fija marina_Caranx hippos;0,131677019;4,950900002
Pantuuchitu_ Línea de mano fija marina_Mycteroperca bonaci;0,600000024;0,600000024
Paujil_ Red de enmalle fija continental_Semaprochilodus laticeps;0,31;1,42
Paujil_ Red de enmalle fija continental_Oxydoras sifontesi;0,491250002;5,475000024
Morrosquillo_ Atarraya_Sphyraena guachancho;0,122916667;0,339583333
Casco urbano Roma_ Red de enmalle fija continental_Pimelodus yuma;0,086833332;0,181666672
Cangrejito_ Red de enmalle fija marina_Sciades proops;0,960000002;5,7
La Boquilla_ Red de enmalle fija marina_Mugil incilis;0,156666667;0,374675325
La Pedrera_ Red de enmalle de deriva continental_Arapaima gigas;18,9625;28,3
La Boquilla_ Palangre o espinel de fondo_Lutjanus synagris;0,4;1,25
Sempegua_ Chinchorra_Megaleporinus muyscorum;0,133333333;0,199375
Berrugas_ Chinchorro marino_Sphyraena barracuda;0,15625;4,5
Berrugas_ Chinchorro marino_Selene vomer;0,117865184;0,333333333
Puerto Abajo (Dibulla)_ Red de enmalle fija marina_Conodon nobilis;0,252272727;0,284415584
Arquimedes_ Línea de mano fija marina_Lutjanus griseus;0,787500009;2,650000036
Puerto Franco_ Atarraya_Curimata mivartii;0,091000004;0,091000004
Doña Ana_ Red de enmalle fija continental_Abramites eques;0,141500001;0,159999996
Popoya Playa_ Red de enmalle fija marina_Elagatis bipinnulata;0,17777778;0,17777778
Puerto Real - Saloa_ Red de enmalle fija continental ciénaga_Caquetaia kraussii;0,04874552;0,051548802
Puerto Real - Saloa_ Red de enmalle fija continental ciénaga_Hoplias malabaricus;0,152272727;0,269791667
Villanueva_ Atarraya_Plagioscion magdalenae;0,329000011;0,553000009
Bahía de Santa Marta_ Red de enmalle fija marina_Mugil incilis;0,135624998;0,386722231
Villanueva_ Atarraya_Oreochromis niloticus;0,413999999;0,716000021
Villanueva_ Atarraya_Pseudoplatystoma magdaleniatum;0,344499999;0,492999993
Villanueva_ Atarraya_Triportheus magdalenae;0,054000001;0,095999999
Bahía de Santa Marta_ Línea de mano correteo curricán o trolling_Lutjanus purpureus;0,629999995;0,629999995
Bahía de Santa Marta_ Línea de mano fija marina_Caranx bartholomaei;0,962999994;2,456999964
Arquimedes_ Línea de mano fija marina_Oligoplites saliens;0,133333335;0,133333335
Bahía de Cispatá_ Chinchorro marino_Nebris microps;0,05;0,121875
Bahía de Cispatá_ Línea de mano fija marina_Sphyrna tudes;1,116666667;1,116666667
Bahía de Santa Marta_ Chinchorro de jala playa_Selar crumenophthalmus;0,5625;0,5625
Bahía de Santa Marta_ Chinchorro de jala playa_Caranx latus;0,172727271;0,172727271
Bahía de Santa Marta_ Chinchorro de jala playa_Elops smithi;0,5;0,5
Bahía de Santa Marta_ Chinchorro de jala playa_Upeneus parvus;0,200000003;0,200000003
Bahía de Santa Marta_ Chinchorro de jala playa_Euthynnus alletteratus;0,299999992;0,299999992
Bahía de Santa Marta_ Chinchorro de jala playa_Caranx crysos;0,209979421;0,263683131
Plaza de mercado (La Dorada)_ Atarraya_Pimelodus grosskopfii;0,069669118;0,235227273
El Puente_ Red de encierro rastra_Triportheus magdalenae;0,059393939;0,084716981
El Muelle (Puerto López)_ Chinchorro continental_Pterodoras rivasi;0,975;2,342857143
Bellavista_ Chinchorro de jala playa_Lutjanus synagris;0,110999999;0,544499993
El Pájaro_ Red de enmalle fija marina_Bagre filamentosus;0,514285714;0,811111111
Puerto Rico [Meta]_ Palangre calandrio_Phractocephalus hemioliopterus;4,880000091;13,76999984
Bellavista_ Línea de mano correteo curricán o trolling_Coryphaena hippurus;0,5;1,200000048
Rincón del Mar_ Línea de mano fija marina_Ocyurus chrysurus;0,25;0,718181818
Puerto El Waffe marino_ Red de enmalle fija marina_Cyphocharax magdalenae;0,099090909;0,134285714
Rincón del Mar_ Buceo marino mixto_Lutjanus griseus;0,759375006;3,787500024
Isla Fuerte_ Línea de mano fija marina_Carcharhinus falciformis;11;11
Isla Fuerte_ Línea de mano fija marina_Istiophorus platypterus;11,8375;18,625
Puerto El Waffe marino_ Red de enmalle fija marina_Sternopygus spp.;0,333333333;0,393333333
Clarinetero_ Chinchorro continental_Pygocentrus cariba;0,450402145;0,450402145
Clarinetero_ Chinchorro continental_Pterygoplichthys multiradiatus;0,4;0,4
Clarinetero_ Chinchorro continental_Hoplosternum littorale;0,25;0,25
Clarinetero_ Chinchorro continental_Hoplias malabaricus;0,5;0,5
Clarinetero_ Chinchorro continental_Astronotus mikoljii;0,401785714;0,401785714
Cecilia_ Atarraya_Curimata mivartii;0,128721589;0,154801136
Río San Miguel_ Red de enmalle fija continental_Leiarius marmoratus;3,075;4,425
Caño Grande_ Atarraya_Eugerres plumieri;0,098916668;0,184375
Puerto Wilches_ Chinchorra mallona_Pseudoplatystoma magdaleniatum;0,906468531;5,95
Puerto Wilches_ Chinchorra mallona_Sorubim cuspicaudus;0,428571429;1,2175
Bahía de Cispatá_ Palangre o espinel de fondo_Styracura schmardae;2,75;7,25
Puerto Wilches_ Chinchorra mallona_Piaractus brachypomus;7,9;15,1
Bahía de Cispatá_ Buceo de peces_Lutjanus synagris;0,875;0,875
Bahía de Cispatá_ Buceo de peces_Lobotes surinamensis;2,525;2,975
Bahía de Cispatá_ Atarraya_Lutjanus purpureus;0,25;2
La Pedrera_ Red de enmalle fija continental_Leporinus friderici;0,353098086;0,540972564
Puerto Amor_ Palangre calandrio_Pseudoplatystoma magdaleniatum;0,303125009;1,466666659
Puerto Asure_ Chinchorra_Cyphocharax magdalenae;0,050566139;0,069851852
Puerto Arriba (Dibulla)_ Red de enmalle de encierro marina_Mugil incilis;0,505;0,595
San Miguel (Puerto Gaitán)_ Red de enmalle de deriva continental_Semaprochilodus laticeps;1,166666667;1,166666667
Orpua_ Red de enmalle camaronera_Macrodon mordax;0,136616162;0,353935185
Orpua_ Red de enmalle camaronera_Nebris occidentalis;0,125;0,25
Orpua_ Red de enmalle camaronera_Larimus argenteus;0,107291664;0,21884705
Orpua_ Red de enmalle camaronera_Caranx caninus;0,085833332;0,25
Orpua_ Red de enmalle camaronera_Sphyraena ensis;0,333333333;0,75
Orpua_ Red de enmalle camaronera_Penaeus occidentalis;0,029369116;0,037910907
Orpua_ Red de enmalle camaronera_Menticirrhus panamensis;0,150000002;0,966666667
Orpua_ Red de enmalle camaronera_Polydactylus approximans;0,125;0,253958333
Orpua_ Red de enmalle camaronera_Centropomus medius;0,166666667;1,2225
Casino_ Línea de mano fija marina_Caranx latus;0,374818841;9,135045424
El Llanito_ Palangre calandrio_Colossoma macropomum;1,369999969;5,872499967
Orpua_ Red de enmalle camaronera_Scomberomorus sierra;0,166666667;0,590625
Orpua_ Red de enmalle camaronera_Centropomus armatus;0,166666667;0,707000008
Orpua_ Red de enmalle camaronera_Bagre panamensis;0,125;0,380833333
El Llanito_ Atarraya_Oreochromis niloticus;0,208307691;0,507000005
Villa Venecia_ Atarraya_Cyphocharax magdalenae;0,040486061;0,058605919
Bocas de Seheve_ Atarraya_Hoplias malabaricus;0,233999996;0,292000003
Bocas de Seheve_ Atarraya_Caquetaia kraussii;0,122779223;0,134333334
Los Tendales_ Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;0,308680556;1
Margento_ Red de enmalle fija continental_Cynopotamus magdalenae;0,245000005;0,245000005
Puerto Abajo (Dibulla)_ Nasas de Peces_Calamus calamus;0,282608696;0,282608696
Marralú_ Atarraya_Curimata mivartii;0,085142859;0,113628572
Puerto (Orocué)_ Palangre calandrio_Pseudoplatystoma orinocoense;2,61733338;5,269999987
Pesquera Aspabab_ Palangre o espinel de fondo_Cynoscion albus;5,854999971;19,375
Marralú_ Red de enmalle de encierro continental_Sorubim cuspicaudus;0,333333333;0,6
Pesquera Aspabab_ Red de enmalle camaronera_Menticirrhus panamensis;0,150000006;0,419333334
Malecón (Puerto Gaitán)_ Red de enmalle de deriva continental_Pseudoplatystoma orinocoense;1,407846106;7,723500191
Betania (Montecristo)_ Red de enmalle fija continental_Triportheus magdalenae;0,064999999;0,100000001
Villa Fátima_ Red de enmalle de encierro marina_Caranx hippos;5,416666667;6,916666667
Champaché_ Red de enmalle fija marina_Megalops atlanticus;0,625;2,175000012
San Nicolás (Nechí)_ Atarraya_Hypostomus hondae;0,143000002;0,259491925
Betania (Montecristo)_ Red de enmalle fija continental_Cyphocharax magdalenae;0,070534967;0,098923899
Puerto Chaparro_ Cóngolo_Pseudoplatystoma magdaleniatum;2,5;4,075
Berrugas_ Línea de mano fija marina_Rachycentron canadum;1,575;3,85
San Nicolás (Nechí)_ Red de enmalle de deriva continental_Colossoma macropomum;5;5
Puerto Pozuelo - La Rinconada_ Red de enmalle fija continental_Triportheus magdalenae;0,078533332;0,096085718
Puerto Chaparro_ Cóngolo_Prochilodus magdalenae;0,625;0,625
Puerto Chaparro_ Cóngolo_Plagioscion magdalenae;1,5;1,5
Betania (Montecristo)_ Red de enmalle fija continental_Pimelodus yuma;0,082583336;0,185000002
El Muelle (Puerto López)_ Chinchorro continental_Hydrolycus armatus;2,492000008;7,372000027
Puerto del Pescado (San José Del Guaviare)_ Red de enmalle de deriva continental_Brachyplatystoma rousseauxii;7,149999857;18,25
Betania (Montecristo)_ Red de enmalle fija continental_Ichthyoelephas longirostris;0,310000002;0,556000006
La Playa (El Banco)_ Chinchorro continental_Ageneiosus pardalis;0,5;0,891666667
La Playa (El Banco)_ Chinchorro continental_Triportheus magdalenae;0,053199999;0,062615385
Bahía de Cispatá_ Chinchorro marino_Batrachoides surinamensis;0,5;0,5
Palomar_ Atarraya_Curimata mivartii;0,127333333;0,25
Casco Urbano (Arauca)_ Atarraya_Pimelodus blochii;0,227163462;0,248798077
Puerto Bello_ Chinchorro continental_Oreochromis niloticus;0,28324136;0,505223881
Puerto Bello_ Chinchorro continental_Plagioscion magdalenae;0,49454546;1,725555584
Puerto Bello_ Chinchorro continental_Prochilodus magdalenae;0,138433333;0,295769234
Muelle Pescadores (Puerto Boyacá)_ Palangre calandrio_Isorineloricaria tenuicauda;0,355;0,643666665
Muelle Pescadores (Puerto Boyacá)_ Palangre calandrio_Pseudopimelodus atricaudus;0,34;0,89875
Palenquito_ Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;0,222222222;2,5
Bocas de Seheve_ Atarraya_Oreochromis niloticus;0,187333328;0,199333328
Agropez_ Red de enmalle fija marina_Elops smithi;0,172941174;1,339999962
Agropez_ Red de enmalle fija marina_Mugil liza;0,220049017;0,4775
Nueva Estrella_ Red de enmalle fija continental_Sternopygus aequilabiatus;0,199999997;0,600000012
Codis_ Red de enmalle fija marina_Trichiurus lepturus;0,242666675;1,251428601
Codis_ Red de enmalle fija marina_Panulirus argus;0,626249985;1,098749999
Codis_ Red de enmalle fija marina_Mugil liza;0,305000001;0,541250001
Bocanegra_ Chinchorro marino_Lobotes surinamensis;0,374999997;7,225
Bocanegra_ Red de enmalle de encierro marina_Lutjanus analis;0,100000001;0,100000001
Bocanegra_ Red de enmalle de encierro marina_Gerres cinereus;0,051415387;0,113
Rincón del Mar_ Línea de mano fija marina_Lutjanus analis;0,196250003;0,92249999
Puerto de los Jhonsons (Puerto Boyacá)_ Palangre calandrio_Pseudopimelodus atricaudus;0,385416667;0,572916667
Muelle Pescadores (Puerto Boyacá)_ Palangre calandrio_Sternopygus aequilabiatus;1,75;1,75
Costilla_ Chinchorro continental_Sorubim cuspicaudus;1,247499973;3,35
Jodedor_ Línea de mano fija marina_Scomberomorus brasiliensis;0,61625;1,675
Jodedor_ Línea de mano fija marina_Lutjanus griseus;0,666666667;9,85
Puente Chambacú - Río Jella_ Línea de mano fija marina_Sarda orientalis;0,765714286;4,32
Vida Tranquila_ Red de enmalle fija continental_Colossoma macropomum;0,090000004;10,5
Vida Tranquila_ Red de enmalle fija continental_Plagioscion magdalenae;0,139285714;1,5
Vida Tranquila_ Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;0,239999995;2,246500003
Puerto de Gamarra_ Red de enmalle fija continental_Sorubim cuspicaudus;0,545138889;1,65625
Puerto de desembarco (Mitú)_ Arpón_Serrasalmus manueli;0,516666651;0,516666651
Puerto Barrio El Progreso_ Red de enmalle de deriva continental_Pseudoplatystoma magdaleniatum;1,399999996;2,514999986
Puerto Barrio El Progreso_ Atarraya_Prochilodus magdalenae;0,142857143;0,25
Puerto de desembarco (Mitú)_ Línea de mano fija continental_Serrasalmus manueli;0,270125002;1,105750012
Puerto de desembarco (Mitú)_ Línea de mano fija continental_Pseudopimelodus sp. 4;0,300000012;0,300000012
Popoya Playa_ Red de enmalle fija marina_Selene setapinnis;0,270000001;1,530000023
Casco Urbano (Arauca)_ Chinchorro continental_Brachyplatystoma rousseauxii;4,236110926;4,886111021
Monserrate_ Atarraya_Cephalosilurus apurensis;3;3
Casco Urbano (Arauca)_ Atarraya_Brachyplatystoma juruense;2,075;3,425
Isla Fuerte_ Línea de mano correteo curricán o trolling_Lutjanus buccanella;0,508333333;0,658333333
Puerto Cabuyaro_ Chinchorro continental_Plagioscion squamosissimus;0,716666667;3,360833279
Puerto Wilches_ Chinchorra mallona_Prochilodus magdalenae;0,174456522;0,5
Puerto Serviez_ Atarraya rastra_Pimelodus yuma;0,103333333;0,103333333
San Miguel (Puerto Gaitán)_ Red de enmalle de deriva continental_Pseudoplatystoma orinocoense;4,15999999;8,13499999
San Miguel (Puerto Gaitán)_ Red de enmalle de deriva continental_Plagioscion squamosissimus;1,319999957;1,95
San Miguel (Puerto Gaitán)_ Red de enmalle de deriva continental_Piaractus orinoquensis;2,680599976;3,773499966
Honda_ Línea de mano fija continental_Pseudoplatystoma magdaleniatum;3,0375;3,969999993
Honda_ Línea de mano fija continental_Sternopygus aequilabiatus;0,812500015;1,650000036
Puerto Serviez_ Atarraya_Brycon moorei;0,642857143;1,928571429
Dorada_ Red de enmalle fija continental_Triportheus magdalenae;0,086116131;0,099173081
La Gloria_ Red de enmalle fija continental_Caquetaia kraussii;0,1;0,133333333
La Gloria_ Chinchorro continental_Pimelodus yuma;0,06;0,06
Playa Necoclí_ Red de enmalle fija marina_Lutjanus purpureus;2,5;6,475
Puerto Cabuyaro_ Línea de mano fija continental_Zungaro zungaro;2,780000019;33,86000023
Puerto Cabuyaro_ Línea de mano fija continental_Hydrolycus armatus;4,5;4,5
Puerto Cabuyaro_ Palangre calandrio_Pterodoras rivasi;1,010400641;3,440000105
Puerto Cabuyaro_ Palangre calandrio_Brycon amazonicus;0,904999977;0,994999999
Puerto Amor_ Red de enmalle de encierro continental_Cyphocharax magdalenae;0,05;0,05
Puerto Amor_ Red de enmalle de encierro continental_Triportheus magdalenae;0,060093456;0,060093456
Puerto Amor_ Red de enmalle de encierro continental_Caquetaia kraussii;0,060000002;0,060000002
Puerto Amor_ Red de enmalle de encierro continental_Hoplias malabaricus;0,155000001;0,155000001
Puerto Amor_ Red de enmalle de encierro continental_Megaleporinus muyscorum;0,093333334;0,093333334
Puerto Cabuyaro_ Palangre calandrio_Pimelodus blochii;0,129166667;0,196666667
Puerto Cabuyaro_ Palangre calandrio_Exallodontus aguanai;0,208333333;0,208333333
Puerto Cabuyaro_ Palangre calandrio_Sorubimichthys planiceps;2,920000029;15,35999985
Puerto Principal (Puerto Lleras)_ Atarraya_Sorubimichthys planiceps;9,100000381;9,100000381
Bahía de Cispatá_ Línea de mano fija marina_Selene vomer;0,083333333;0,083333333
Puerto Amor_ Red de enmalle fija continental_Geophagus steindachneri;0,091750003;0,12325
El Muelle (Barrancabermeja)_ Atarraya_Curimata mivartii;0,129583333;0,257499994
El Muelle (Barrancabermeja)_ Atarraya_Isorineloricaria tenuicauda;0,199999994;0,199999994
Puerto Miraflores_ Red de enmalle fija marina_Polydactylus opercularis;0,1875;0,614583333
Puerto Miraflores_ Línea de mano fija marina_Caulolatilus affinis;1,05;2,519999943
Mapiripán_ Red de enmalle de deriva continental_Calophysus macropterus;0,930000007;0,930000007
Bahía de Santa Marta_ Línea de mano correteo curricán o trolling_Auxis rochei;0,20999999;0,20999999
Bahía de Santa Marta_ Buceo de peces_Sphyraena barracuda;1,5;6,6
Puerto Ciénaga de Paredes_ Nasas de Peces_Prochilodus magdalenae;0,109285719;0,20999999
Palomar_ Red de enmalle fija continental_Ageneiosus pardalis;0,341500002;1,406999969
Muelle La Esmeralda_ Línea de mano fija continental_Zungaro zungaro;26,5;35,5
Puerto Rico [Meta]_ Palangre calandrio_Oxydoras sifontesi;3,224999905;3,224999905
Arrimadero La Unión_ Red de enmalle fija marina_Notarius troschelii;0,39190477;1,525
Puerto Barrio El Progreso_ Red de enmalle fija continental_Hoplias malabaricus;0,2;0,358749996
Puerto Barrio El Progreso_ Chinchorra_Pseudoplatystoma magdaleniatum;1,521052632;4,5
Puerto Barrio El Progreso_ Chinchorra_Sorubim cuspicaudus;0,75;1,666666667
Puerto Barrio El Progreso_ Chinchorra_Prochilodus magdalenae;0,198782051;0,5
Puerto Principal (Leticia)_ Red de enmalle fija continental_Ageneiosus inermis;0,333333333;0,333333333
Puerto Principal (Leticia)_ Red de enmalle fija continental_Phractocephalus hemioliopterus;1,384999955;2,914999998
Puerto Principal (Leticia)_ Red de enmalle fija continental_Chalceus erythrurus;0,166666667;0,166666667
Puerto Principal (Leticia)_ Red de enmalle fija continental_Chaetobranchus semifasciatus;0,151666669;0,249999995
Puerto Arriba (Dibulla)_ Chinchorro camaronero_Lutjanus analis;3,25;3,25
Puerto Arriba (Dibulla)_ Nasas de Peces_Lutjanus analis;0,66875;7
La T_ Red de enmalle de encierro marina_Rhomboplites aurorubens;0,221875;0,282142857
Puerto Maco/Puerto Momico_ Atarraya_Oreochromis spp.;0,266979172;0,5
Bahía de Santa Marta_ Red de enmalle fija marina_Mycteroperca bonaci;0,400000006;0,400000006
Puerto de las Canoas (Puerto Berrío)_ Atarraya rastra_Colossoma macropomum;8,070000172;10,5
Méjico_ Red de enmalle fija continental_Centrochir crocodili;0,131666669;0,210000001
Puerto Pozuelo - La Rinconada_ Red de enmalle fija continental_Megaleporinus muyscorum;0,125;0,300250012
Bahía de Santa Marta_ Línea de mano fija marina_Chloroscombrus chrysurus;0,061333332;0,339750004
Bahía de Santa Marta_ Línea de mano correteo curricán o trolling_Opisthonema oglinum;0,050000001;0,050000001
Mapiripán_ Red de enmalle de deriva continental_Pseudoplatystoma orinocoense;5,71000011;11,29000037
Sivirú_ Red de enmalle camaronera_Bairdiella ensifera;0,14375;1,104891304
Mapiripán_ Red de enmalle fija continental_Pseudoplatystoma metaense;5,32400012;16,51999931
Mapiripán_ Chinchorro continental_Pseudoplatystoma metaense;2,150000095;2,150000095
Mapiripán_ Chinchorro continental_Pseudoplatystoma orinocoense;2,174999952;2,174999952
Mapiripán_ Red de enmalle fija continental_Zungaro zungaro;21,52000036;42,55
Mapiripán_ Red de enmalle de deriva continental_Colossoma macropomum;8,24000001;12,56000018
Pizarro_ Red de enmalle camaronera_Caranx caballus;0,222222222;0,5
Pizarro_ Red de enmalle camaronera_Haemulopsis leuciscus;0,210526316;0,411428571
Pizarro_ Red de enmalle camaronera_Parapsettus panamensis;0,116666667;0,373333333
La Playa (El Banco)_ Nasas de Peces_Pimelodus yuma;0,054955187;0,064165362
La Playa (El Banco)_ Nasas de Peces_Megaleporinus muyscorum;0,121794872;0,196153846
La Punta_ Red de enmalle fija marina_Oligoplites saliens;0,466666659;0,466666659
La Peinada_ Atarraya_Prochilodus magdalenae;0,093571424;0,323333343
Puerto de Gamarra_ Palangre calandrio_Pseudoplatystoma magdaleniatum;1,455;5,95
San Alejandro_ Red de enmalle fija continental_Kronoheros umbrifer;0,263999991;0,336000003
La Tranca_ Red de enmalle fija continental_Ageneiosus pardalis;0,294249992;1,249000001
Locadía_ Línea de mano fija marina_Selar crumenophthalmus;0,1033;0,162699997
Popoya Playa_ Red de enmalle fija marina_Anisotremus surinamensis;0,200999999;1,101000042
Santuario_ Atarraya_Pseudoplatystoma tigrinum;14,5;14,5
Bellavista_ Línea de mano fija marina_Lutjanus griseus;0,949999988;11
Bocanegra_ Atarraya_Gerres cinereus;0,06;0,06
Bocanegra_ Red de enmalle de encierro marina_Selene vomer;0,131499995;0,158499996
Usaragá_ Línea de mano fija marina_Scomberomorus sierra;0,566666667;3,65
Usaragá_ Línea de mano fija marina_Lutjanus novemfasciatus;1;5
Puerto Franco_ Red de enmalle fija continental_Pimelodus yuma;0,1;0,168785716
Mapiripán_ Red de enmalle de deriva continental_Brachyplatystoma rousseauxii;8,273750305;22,9000001
Isla Fuerte_ Red de enmalle fija marina_Lutjanus synagris;0,275888889;0,690625
Mapiripán_ Línea de mano fija continental_Pinirampus pirinampu;1,600000024;1,600000024
Puerto de Gamarra_ Chinchorra_Hypostomus hondae;0,139271742;0,319791667
Puerto de Gamarra_ Chinchorra_Sternopygus aequilabiatus;0,342857143;0,773684211
Puerto de Gamarra_ Palangre calandrio_Sorubim cuspicaudus;0,584465617;2
Uveros_ Red de enmalle fija marina_Polydactylus virginicus;0,107598566;0,148717949
Puerto de Gamarra_ Red de enmalle fija continental_Plagioscion magdalenae;0,88125;1,95
Puerto de Gamarra_ Red de enmalle fija continental_Ageneiosus pardalis;0,5;1,68
Uveros_ Red de enmalle fija marina_Caranx crysos;0,142857143;0,25
Río San Miguel_ Red de enmalle de deriva continental_Hemisorubim platyrhynchos;0,324999992;1,147500014
Río San Miguel_ Red de enmalle de deriva continental_Zungaro zungaro;3,849999964;31,375
Mulatos_ Red de enmalle fija marina_Lobotes surinamensis;1,75;4,5
Caño Lobo_ Buceo de peces_Chaetodipterus faber;0,1575;0,9375
Sempegua_ Chinchorro continental_Prochilodus magdalenae;0,133552632;0,169078947
Sempegua_ Chinchorro continental_Megaleporinus muyscorum;0,125;0,125
Pizarro_ Palangre o espinel de fondo_Caranx caninus;0,566666667;4,766666667
Puerto ESSO_ Chinchorra mallona_Piaractus brachypomus;8,725;14,1
Villanueva_ Red de enmalle fija continental_Triportheus magdalenae;0,07;0,095166665
El Roto_ Red de enmalle fija marina_Megaleporinus muyscorum;0,454375006;1
Curillo_ Red de enmalle fija continental_Brachyplatystoma filamentosum;11,38000002;18,22000036
Puerto Barrio El Progreso_ Línea de mano fija continental_Sorubim cuspicaudus;0,635303028;1,695833333
Isla Fuerte_ Línea de mano fija marina_Coryphaena hippurus;1,379166667;9,575
La T_ Red de enmalle de encierro marina_Lutjanus analis;0,541666667;6,1875
Rincón del Mar_ Buceo marino mixto_Haemulon carbonarium;0,12625;0,195
Rincón del Mar_ Buceo marino mixto_Scomberomorus brasiliensis;0,666666667;2,041666667
La Boquilla_ Chinchorro marino_Eugerres plumieri;0,333333333;0,333333333
La Peinada_ Atarraya_Hoplias malabaricus;0,116109889;0,240279996
Costilla_ Atarraya_Pimelodus yuma;0,073809524;0,140000006
Costilla_ Atarraya_Triportheus magdalenae;0,053975695;0,082777778
Cangrejito_ Palangre o espinel de fondo_Hypanus americanus;4;4
Playa de Arusí_ Palangre o espinel de fondo_Schedophilus haedrichi;2,275;6,1
Cispataca_ Red de enmalle de encierro continental_Cyphocharax magdalenae;0,057599999;0,077600003
Cartagena del Chairá_ Palangre calandrio_Zungaro zungaro;3,739999938;16,53999987
La Pedrera_ Arpón_Myloplus asterias;0,267240988;0,384549553
La Pedrera_ Arpón_Arapaima gigas;13,10000038;30,10000038
La Pedrera_ Arpón_Piaractus brachypomus;1,069230769;1,806105791
Berrugas_ Chinchorro marino_Trichiurus lepturus;0,25;0,25
La Pedrera_ Arpón_Brachyplatystoma filamentosum;9,299999714;22,94999981
La Pedrera_ Arpón_Brachyplatystoma rousseauxii;7,102692287;18,07050011
Berrugas_ Chinchorro marino_Scomberomorus cavalla;0,154761905;1,666666667
Mayapo_ Red de enmalle fija marina_Seriola zonata;0,691666667;7,85
La Tagua_ Palangre calandrio_Rhaphiodon vulpinus;0,891666667;2,194999969
La Gloria_ Palangre calandrio_Colossoma macropomum;1,65;3
Mayapo_ Buceo marino mixto_Hyporthodus nigritus;0,666666667;4
