SITIODESEMBARCO_METODO_ESPECIE;Cuartil_inf_kg_IND_hist;Cuartil_sup_kg_IND_hist
Arquimedes_ Línea de mano fija marina_Centropomus ensiferus;0,112666668;0,640666683
Puerto de desembarco (Barrancominas)_ Red de enmalle de deriva continental_Pinirampus pirinampu;3,125;4,524999857
Puerto de desembarco (Barrancominas)_ Palangre calandrio_Brachyplatystoma filamentosum;29,29499912;65,20499706
Pantuuchitu_ Red de enmalle langostera_Anisotremus surinamensis;0,152777773;0,299250007
Pantuuchitu_ Red de enmalle langostera_Centropomus undecimalis;0,415000005;0,785000008
Vigía de Curvaradó_ Red de enmalle fija continental_Centropomus undecimalis;2,88100001;5,301000118
Chapundun_ Red de enmalle fija continental_Megalops atlanticus;0,640999982;1,738999954
Malecón (Puerto Gaitán)_ Red de enmalle de deriva continental_Sorubimichthys planiceps;7,65999999;10,53999982
Malecón (Puerto Gaitán)_ Palangre calandrio_Brycon amazonicus;1,20739135;1,340434785
Puerto Chucha_ Red de enmalle de encierro marina_Chanos chanos;4,5;4,5
Laguna Colorada_ Palangre calandrio_Brachyplatystoma platynemum;4,585000086;8,859999657
Virudó_ Línea de mano fija marina_Lutjanus novemfasciatus;0,491666667;2,025
El Porvenir_ Línea de mano fija marina_Cynoscion acoupa;0,047;0,222000003
Virudó_ Línea de mano fija marina_Haemulopsis leuciscus;0,5;0,5
Dotenedó_ Red de enmalle fija marina_Diapterus brevirostris;0,276666667;0,5
Dotenedó_ Red de enmalle fija marina_Kyphosus elegans;0,258333333;1,833333333
Palomar_ Línea de mano fija continental_Ageneiosus pardalis;1,419999957;1,419999957
Bahía de Santa Marta_ Red de enmalle fija marina_Epinephelus adscensionis;0,205000003;0,295000011
Curillo_ Línea de mano fija continental_Pimelodus ornatus;0,550000012;0,550000012
El Porvenir_ Línea de mano fija marina_Panulirus guttatus;0,2575;0,392500006
El Porvenir_ Línea de mano fija marina_Nicholsina usta;0,227500003;0,525000016
Puerto Boca_ Red de enmalle fija continental río_Prochilodus magdalenae;0,194585587;0,598333333
Puerto Boca_ Red de enmalle de deriva continental_Cynopotamus magdalenae;0,146733336;0,411999995
El Porvenir_ Palangre o espinel de fondo_Rhonciscus crocro;0,479999989;0,479999989
Puerto Boca_ Red de enmalle de deriva continental_Ageneiosus pardalis;0,374250001;1,857500017
Nueva Ola_ Chinchorro continental_Hoplias malabaricus;0,240500005;0,394166657
Nueva Ola_ Chinchorro continental_Pseudopimelodus atricaudus;0,320000002;0,527000019
Buenavista (La Dorada)_ Línea de mano fija continental_Ageneiosus pardalis;0,5;0,5
Nueva Ola_ Chinchorro continental_Rhamdia guatemalensis;0,219999999;0,219999999
Nueva Ola_ Chinchorro continental_Caquetaia kraussii;0,115500002;0,121200003
Nueva Ola_ Chinchorro continental_Trichopodus pectoralis;0,097014288;0,117714283
Puerto Boca_ Red de enmalle de deriva continental_Brycon moorei;0,256250009;1,875
Puerto Boca_ Red de enmalle fija continental río_Ageneiosus pardalis;0,439999986;1,286666648
Guineal_ Red de enmalle de encierro marina_Menticirrhus panamensis;0,184545455;0,4625
Guineal_ Red de enmalle de encierro marina_Notarius troschelii;0,372727273;0,9375
Cabo de la Vela_ Red de enmalle langostera_Lutjanus griseus;0,26416667;0,837999994
Pantuuchitu_ Red de enmalle langostera_Seriola dumerili;0,388750005;0,55666668
Barrio La Unión_ Palangre o espinel de superficie_Conodon nobilis;0,126388889;0,197222222
Virudó_ Red de enmalle de deriva marina_Bagre panamensis;0,119444444;0,798333333
Chapinero_ Red de enmalle fija continental_Hypostomus hondae;0,150000006;0,368676477
Berrugas_ Chinchorro marino_Diapterus auratus;0,1846875;0,305
Berrugas_ Chinchorro marino_Pomacanthus arcuatus;0,166666667;0,166666667
Puerto (Arauquita)_ Atarraya_Brachyplatystoma rousseauxii;3,5;3,5
Puerto Triunfo_ Atarraya_Ageneiosus pardalis;0,440000008;1,160000046
Agropez_ Atarraya_Caranx latus;0,330769231;1,438461538
Orpua_ Red de enmalle camaronera_Sciades dowii;0,5;0,5
Milagros de la Mar_ Red de enmalle fija marina_Oligoplites altus;0,666666667;0,666666667
Paujil_ Red de enmalle fija continental_Hoplerythrinus unitaeniatus;0,46666666;0,466666675
Camarones_ Línea de mano fija marina_Cathorops wayuu;0,291666667;0,291666667
Palanca_ Red de enmalle fija continental_Piaractus brachypomus;0,299333328;1,522999978
Candelaria (Achí)_ Red de enmalle de deriva continental_Prochilodus magdalenae;0,185934689;0,534000015
Bahía de Cispatá_ Línea de mano fija marina_Balistes vetula;0,189999998;0,189999998
Bahía de Cispatá_ Red de enmalle fija marina_Maguimithrax spinosissimus;0,416666667;0,416666667
Palanca_ Red de enmalle fija continental_Pterygoplichthys undecimalis;0,122999997;0,256166661
Caño Lobo_ Red de enmalle fija marina_Chaetodipterus faber;0,25;1,225
San Nicolás (Nechí)_ Atarraya_Brycon moorei;0,411000003;2,6625
Mapiripán_ Red de enmalle de deriva continental_Piaractus orinoquensis;2,235000038;4,575000167
Buchadó_ Red de enmalle fija continental_Geophagus pellegrini;0,284999996;0,284999996
Pueblo Nuevo (Barrancominas)_ Red de enmalle fija continental_Pellona castelnaeana;0,814166649;3,169166621
Pueblo Nuevo (Barrancominas)_ Red de enmalle fija continental_Phractocephalus hemioliopterus;5,900000095;5,900000095
El Porvenir_ Buceo marino mixto_Lutjanus griseus;0,293000008;1,5
El Porvenir_ Línea de mano fija marina_Calamus penna;0,400000006;0,400000006
El Porvenir_ Línea de mano fija marina_Holocentrus adscensionis;0,254545455;0,425000012
Puerto Miraflores_ Línea de mano fija marina_Rhencus panamensis;0,131833329;0,164833333
Playa Totumo_ Línea de mano fija marina_Trichiurus lepturus;0,17377451;0,230978261
Playa Totumo_ Red de enmalle camaronera_Lobotes surinamensis;0,358333333;2,25625
Rincón_ Red de enmalle fija continental_Megalops atlanticus;0,152500006;0,197500003
Guineal_ Red de enmalle de encierro marina_Cynoscion albus;2;2
Guineal_ Red de enmalle de encierro marina_Centropomus medius;0,325;1,225
Berrugas_ Chinchorro marino_Mugil curema;0,227499995;0,325
Playa de Arusí_ Línea de mano fija marina_Centropomus medius;0,400000006;0,400000006
Morrosquillo_ Atarraya_Cynoscion virescens;0,7625;0,9875
Orpua_ Red de enmalle fija marina_Brycon meeki;0,50625;0,61875
Puerto Chucha_ Red de enmalle de encierro marina_Cyphocharax magdalenae;0,061428574;0,061428574
Puerto Rico [Meta]_ Palangre calandrio_Prochilodus mariae;0,33500001;0,396578954
Plaza de mercado (La Dorada)_ Palangre calandrio_Sternopygus aequilabiatus;0,83000001;1,899000043
San José_ Atarraya_Trichopodus pectoralis;0,194117644;0,194117644
San José_ Red de enmalle fija continental_Trichopodus pectoralis;0,144;0,192374995
Puerto La Candelaria_ Atarraya rastra_Cynopotamus magdalenae;0,152352936;0,250999999
Jodedor_ Red de enmalle de encierro marina_Archosargus probatocephalus;1,25;1,25
Mayapo_ Red de enmalle langostera_Lutjanus analis;1,5;5
Puerto Chucha_ Red de enmalle de encierro marina_Lutjanus cyanopterus;1;1
Candelaria (Achí)_ Atarraya_Megaleporinus muyscorum;0,239999995;0,239999995
Candelaria (Achí)_ Atarraya_Brycon moorei;0,209999993;0,209999993
Pantuuchitu_ Red de enmalle langostera_Sparisoma viride;0,374500005;0,731249978
Paujil_ Red de enmalle fija continental_Hoplias curupira;0,214871797;0,682000003
Marriaga_ Red de enmalle fija continental_Centropomus pectinatus;0,910666672;3,179333274
La Playa (El Banco)_ Red de enmalle fija continental ciénaga_Piaractus brachypomus;2,5;2,5
Pueblo Nuevo (Barrancominas)_ Red de enmalle fija continental_Megalodoras guayoensis;2,799999952;2,799999952
Puerto Triunfo_ Atarraya_Sternopygus aequilabiatus;0,800000012;1,725
Pueblo Nuevo (Barrancominas)_ Red de enmalle fija continental_Boulengerella  cuvieri;1,016666651;1,016666651
Chapinero_ Red de enmalle fija continental_Cynopotamus atratoensis;0,219999996;0,520000005
Chapinero_ Red de enmalle fija continental_Caquetaia kraussii;0,100000001;0,235000003
Puerto La Candelaria_ Atarraya rastra_Pimelodus yuma;0,0505;0,086416664
Puente Chambacú - Río Jella_ Palangre o espinel de fondo_Caranx melampygus;7,5;7,5
Isla Fuerte_ Red de enmalle de encierro marina_Lutjanus jocu;0,625;0,625
Piedras Blancas_ Buceo marino mixto_Panulirus guttatus;0,5;0,5
La Boquilla_ Atarraya_Cynopotamus magdalenae;0,258333333;0,338690476
La Boquilla_ Red de enmalle fija marina_Haemulon bonariense;0,250833334;0,265833337
Muelle Pescadores (Puerto Boyacá)_ Atarraya_Hoplias malabaricus;0,65;0,65
Bocanegra_ Red de enmalle fija marina_Bagre bagre;0,4125;1,5
Cabo de la Vela_ Red de enmalle langostera_Scomberomorus brasiliensis;0,783999985;1,42750001
Tasajera La Playa_ Red de enmalle fija marina_Lutjanus cyanopterus;2,05;2,95
Tajamar Occidental_ Red de enmalle de deriva marina_Caranx latus;3,23037504;3,777124894
Bahía de Santa Marta_ Red de enmalle fija marina_Eugerres plumieri;0,148;0,489999983
Puerto Arriba (Dibulla)_ Red de enmalle fija marina_Balistes capriscus;0,222222222;0,222222222
Lomita Arena_ Chinchorro marino_Cathorops mapale;0,148958333;0,189160839
Lomita Arena_ Chinchorro marino_Mugil incilis;0,153306877;0,605555544
Chapinero_ Red de enmalle fija continental_Pimelodus yuma;0,075243901;0,136874999
Chapinero_ Red de enmalle fija continental_Megalops atlanticus;1,799999952;1,799999952
Charambirá_ Palangre o espinel de fondo_Sphyraena spp.;1,033333333;1,633333333
Charambirá_ Palangre o espinel de fondo_Bagre panamensis;0,333333333;0,333333333
Charambirá_ Red de enmalle de deriva marina_Lutjanus guttatus;0,248770492;0,350724638
El Porvenir_ Línea de mano fija marina_Anisotremus virginicus;0,447999999;0,592000023
Casino_ Línea de mano fija marina_Elagatis bipinnulata;0,401519235;1,38442016
Armenia_ Red de enmalle fija continental_Salminus affinis;0,349999994;0,349999994
Sapzurro_ Línea de mano correteo curricán o trolling_Elagatis bipinnulata;1,2625;1,4875
El Muelle (Puerto López)_ Chinchorro continental_Cichla orinocensis;0,508333333;1,183333333
El Muelle (Puerto López)_ Chinchorro continental_Pygocentrus cariba;0,333333333;0,400000005
El Muelle (Puerto López)_ Chinchorro continental_Semaprochilodus laticeps;1,600000024;1,600000024
Puerto de las Canoas (Puerto Berrío)_ Red de enmalle de deriva continental_Salminus affinis;0,615384615;2,020833333
Puerto de las Canoas (Puerto Berrío)_ Atarraya_Salminus affinis;1,316666667;2,083333333
Puerto (Arauquita)_ Atarraya_Hydrolycus armatus;1,799999952;1,799999952
Pueblo Nuevo (Barrancominas)_ Red de enmalle de deriva continental_Zungaro zungaro;5,979999924;29,36000118
Mayapo_ Red de enmalle langostera_Hyporthodus nigritus;1,75;7,5
Pantuuchitu_ Red de enmalle langostera_Caranx hippos;0,40025001;0,494750001
San Nicolás (Santa Cruz De Mompox)_ Red de enmalle fija continental_Pseudopimelodus atricaudus;0,368749999;0,7625
La Mata_ Red de enmalle fija continental_Prochilodus magdalenae;0,173611111;0,474464286
La Mata_ Red de enmalle fija continental_Plagioscion magdalenae;0,161067194;0,3875
La Mata_ Red de enmalle fija continental_Megaleporinus muyscorum;0,166666667;0,277777778
La Mata_ Red de enmalle fija continental_Potamotrygon magdalenae;0,324404762;0,739583333
Tribugá_ Red de enmalle fija marina_Centropomus nigrescens;2,5;2,5
Puerto Chucha_ Red de enmalle fija marina_Centropomus ensiferus;1,5;1,5
Villa Fátima_ Red de enmalle de encierro marina_Lutjanus cyanopterus;1,5;1,5
Macurutú - Saloa_ Red de enmalle fija continental_Pimelodus yuma;0,0625;0,089729171
Macurutú - Saloa_ Red de enmalle fija continental_Megaleporinus muyscorum;0,136875004;0,386249989
Macurutú - Saloa_ Red de enmalle fija continental_Cyphocharax magdalenae;0,047169811;0,066666668
Macurutú - Saloa_ Red de enmalle fija continental_Prochilodus magdalenae;0,148148148;0,527777778
Macurutú - Saloa_ Red de enmalle fija continental_Trachelyopterus insignis;0,046875;0,108958333
Macurutú - Saloa_ Red de enmalle fija continental_Hoplias malabaricus;0,15;0,264705882
Macurutú - Saloa_ Red de enmalle fija continental_Caquetaia kraussii;0,04359472;0,116499998
Macurutú - Saloa_ Red de enmalle fija continental_Plagioscion magdalenae;0,142857143;0,5
Macurutú - Saloa_ Red de enmalle fija continental_Oreochromis niloticus;0,1498;0,416666667
Macurutú - Saloa_ Red de enmalle fija continental_Colossoma macropomum;0,226000005;3,7
Puerto Boquillas_ Red de enmalle fija continental_Pseudopimelodus atricaudus;0,300000012;0,300000012
Tasajera La Playa_ Red de enmalle fija marina_Melichthys niger;0,164179104;0,164179104
Virudó_ Red de enmalle de deriva marina_Bagre pinnimaculatus;0,25;2,75
Virudó_ Red de enmalle de deriva marina_Oligoplites altus;0,25;1
Mercado (Lorica)_ Arpón_Megalops atlanticus;0,51649999;0,633499986
Cabo de la Vela_ Red de enmalle langostera_Scarus guacamaia;0,216666671;0,726666665
Dotenedó_ Red de enmalle camaronera_Brycon meeki;0,341666667;0,491666667
Caño Mina_ Red de enmalle de deriva continental_Plagioscion squamosissimus;0,766666651;0,766666651
Charambirá_ Línea de mano_Selene peruviana;2;2
La Raya_ Atarraya_Salminus affinis;0,375;0,375
Aparca_ Atarraya_Hydrolycus armatus;1,489999946;3,048687589
Candelaria (Chimichagua)_ Red de enmalle fija continental_Prochilodus magdalenae;0,13595061;0,5
Candelaria (Chimichagua)_ Red de enmalle fija continental_Plagioscion magdalenae;0,142857143;0,443333333
Candelaria (Chimichagua)_ Red de enmalle fija continental_Pimelodus yuma;0,063829787;0,071569549
Candelaria (Chimichagua)_ Red de enmalle fija continental_Megaleporinus muyscorum;0,15;0,3359375
Candelaria (Chimichagua)_ Red de enmalle fija continental_Curimata mivartii;0,140017361;0,166666667
Puerto Chucha_ Red de enmalle de encierro marina_Centropomus pectinatus;1,5;1,5
Cartagena del Chairá_ Red de enmalle fija continental_Pseudoplatystoma punctifer;3;4,808333333
Puerto Arriba (Dibulla)_ Red de enmalle de encierro marina_Archosargus rhomboidalis;0,508333333;0,658333333
Las Flores_ Red de enmalle de deriva marina_Panulirus argus;0,800000012;0,800000012
Puerto Miraflores_ Palangre o espinel de fondo_Centropomus viridis;3,7;7
Puerto Miraflores_ Palangre o espinel de fondo_Lobotes pacifica;3,55;12,14500017
Puerto Miraflores_ Red de enmalle fija marina_Euprepocaranx dorsalis;0,35;2,375
Barrio Arriba - Barbosa (Magangué)_ Red de enmalle de deriva continental_Prochilodus magdalenae;0,324999988;0,605047609
Domingodó_ Red de enmalle fija continental_Colossoma macropomum;0,210000001;20,80000019
Barrio Abajo (Ciénaga)_ Red de enmalle de encierro marina_Trachinotus goodei;2;2
Puerto Los Córdobas_ Red de enmalle de deriva marina_Bairdiella ronchus;0,145833333;1,625
Playa Necoclí_ Red de enmalle fija marina_Centropomus ensiferus;0,5;0,5
La Boquilla_ Red de enmalle fija marina_Cynopotamus magdalenae;0,255555556;0,330555556
La Mata_ Red de enmalle fija continental_Curimata mivartii;0,113636364;0,1875
La Mata_ Red de enmalle fija continental_Sorubim cuspicaudus;0,5;1,5
La Pedrera_ Arpón_Brachyplatystoma platynemum;5,220500145;6,669500008
Tribugá_ Línea de mano fija marina_Euprepocaranx dorsalis;0,275;1,4
Macurutú - Saloa_ Red de enmalle fija continental_Triportheus magdalenae;0,05;0,07505
Macurutú - Saloa_ Red de enmalle fija continental_Dasyloricaria filamentosa;0,05075;0,0958
Macurutú - Saloa_ Red de enmalle fija continental_Andinoacara latifrons;0,04;0,06
Macurutú - Saloa_ Red de enmalle fija continental_Sorubim cuspicaudus;0,2180625;0,75
Candelaria (Chimichagua)_ Red de enmalle fija continental_Cyphocharax magdalenae;0,059375;0,0625
Sempegua_ Red de enmalle fija continental_Prochilodus magdalenae;0,131234626;0,44905555
Sempegua_ Red de enmalle fija continental_Megaleporinus muyscorum;0,145473487;0,299999986
Sempegua_ Red de enmalle fija continental_Plagioscion magdalenae;0,142857143;0,600000024
Sempegua_ Red de enmalle fija continental_Curimata mivartii;0,117647059;0,19261905
Sempegua_ Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;0,321999994;2,12850008
Sempegua_ Red de enmalle fija continental_Hoplias malabaricus;0,176509802;0,3125
Casco urbano (Puerto Escondido)_ Red de enmalle fija marina_Oligoplites saliens;0,0565;0,7135
Punta Ardita_ Línea de mano fija marina_Cynoscion albus;0,524999976;0,524999976
Chapundun_ Red de enmalle fija continental_Rhamdia guatemalensis;0,25999999;0,25999999
Sivirú_ Red de enmalle camaronera_Notarius spp.;0,401666667;0,671666667
La Playa (El Banco)_ Red de enmalle fija continental ciénaga_Cynopotamus magdalenae;0,125;0,218333334
Jodedor_ Red de enmalle de deriva marina_Seriola rivoliana;1;1
Puerto Real - Saloa_ Red de enmalle fija continental_Curimata mivartii;0,120000005;0,120000005
Camarones_ Red de enmalle de deriva marina_Coryphaena hippurus;1,525;5,8
Dotenedó_ Red de enmalle camaronera_Ariopsis seemanni;0,185230024;0,475
Las Delicias_ Red de enmalle fija marina_Caranx latus;0,157142857;0,633333333
Piedras Blancas_ Buceo de langosta_Octopus vulgaris;1;1
Providencia o Caimancito_ Palangre calandrio_Pseudoplatystoma magdaleniatum;0,319499993;3,249500096
Providencia o Caimancito_ Palangre calandrio_Sternopygus aequilabiatus;0,318249995;0,480999999
Providencia o Caimancito_ Palangre calandrio_Sorubim cuspicaudus;0,386000007;1,906000042
Sempegua_ Red de enmalle fija continental_Sorubim cuspicaudus;0,25999999;2,089999914
Macurutú - Saloa_ Red de enmalle fija continental_Curimata mivartii;0,064677966;0,191000005
Las Delicias_ Línea de mano fija marina_Caranx crysos;0,166666667;0,425
Ica-Copipa_ Red de enmalle fija marina_Cynoscion microlepidotus;0,093500002;0,5
Las Delicias_ Línea de mano fija marina_Selar crumenophthalmus;0,2025;0,2475
Candelaria (Chimichagua)_ Red de enmalle fija continental_Oreochromis niloticus;0,256818182;0,5
Ica-Copipa_ Red de enmalle fija marina_Eugerres plumieri;0,085416667;1,45
Ica-Copipa_ Red de enmalle fija marina_Selene vomer;0,095750001;0,90625
Arroyito_ Atarraya_Eugerres plumieri;0,419999981;0,419999981
Primera Ensenada_ Línea de mano fija marina_Eucinostomus argenteus;0,039999999;0,039999999
La Boquilla_ Palangre o espinel de superficie_Lutjanus synagris;0,375416666;0,875
La Boquilla_ Palangre o espinel de superficie_Bagre filamentosus;1,020833333;4
